in.form	in.admin	in.specs	style	category_color	category	category_en	category_ru	group_ru	group_en	code	admin	title_en	short_en	title_ru	units_en	units_ru	scale	description_ru	example_ru	Qyestion	comment_ru	description_en
				#efefef	general	General	Основное			drbmx1r	type	Type	Type	Тип				Основная категория к которой относится устройство	Сматрфон, Умные часы, Фитнес браслет			
1	1			#efefef	general	General	Основное			w81a9u0	brand	Brand	Brand	Бренд				Главный разработчик устройства, под брендом, которого выпускается товар	Samsung, Apple, Xiaomi			
1	1			#efefef	general	General	Основное			33fksng	model	Model	Model	Модель					iPhone X, Mi Band 2			
				#efefef	general	General	Основное			3n68sce	price	Minimum price	Price	Минимальная цена								
1	1			#efefef	general	General	Основное			zgxvylx	announced	Announced date		Анонсирование				Дата представления товара компанией производителем				
1	1			#efefef	general	General	Основное			2lbcv9f	release	Release date		Выпуск				Дата когда товар поступил в продажу				
1	1			#efefef	general	General	Основное			qsmxy90	manufacturer	Manufacturer		Производитель				Организация, которая непосредственно производит устройство				
1	1			#efefef	general	General	Основное			1dan76c	made.in	Country of production		Страна производства				Страна, в которой происходит непосредственно производство товара				
1	1			#efefef	general	General	Основное			vh0iqm2	website	Official website		Официальный сайт				Официальный сайт разработчика	mi.com, huawei.com, fitbit.com		Адрес указывается без http и www	
1	1			#efefef	general	General	Основное			y1kpha1c	versions	Versions		Версии								
1	1			#efefef	general	General	Основное			ywkpha1b	alt. name	Alternative name		Альтернативное название								
1	1			#efefef	general	General	Основное			ywkph11b	compatible brand	Compatible brand		Совместимый бренд								
1	1			#efefef	general	General	Основное			ywkph12b	compatible devices	Compatible device		Совместимые устройства								
1	1			#efefef	general	General	Основное			34fksng	series	Series	Model	Серия					iPhone X, Mi Band 2			
1	1			#efefef	general	General	Основное			35fksng	hits gsmarena	Hits: GSMarena	Model	Кол-во просмотров: GSMarena					iPhone X, Mi Band 2			
				#efefef	statistics	Statistics	Статистика			q4x1lci	reviews	Total reviews		Всего отзывов								
		1	rating	#f4cccc	indicator	Indicator	Показатель			mnfrlet	motivat.	Motivation	Motiv.	Мотивация			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			bkaqn4m	u.rating	User rating	U.Rating	Отзывы			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			uw8mqnl	funct.	Functionality	Functi	Функциональность			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			0x0vrnr	comfort	Comfortable	Comfort	Комфорт			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			xct0067	g.rating	General rating	G.Rating	Общий рейтинг			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			4iups22	value	Value for money	Value	Выгодность			0-10					
		1	rating	#f4cccc	indicator	Indicator	Показатель			50wydm5	general	Sesors accuracy	A.Gen.	Точность сенсоров			0-10					
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			ctwc1qc	puls	Pulsometer	A.Puls.	Пульсометр			0-10					
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			h1ddzrt	pedom.	Accelerometer	A.Pedom.	Шагомер			0-10					
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			e61kgyj	sleep	Sleep analysis	A.Sleep	Анализ сна			0-10					
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			x399jxz	barometer	Barometr		Барометр								
		1	rating	#d0e0e3	sensor	Sensors	Сенсоры			fpfb4xc	altimeter	Altimeter		Высотомер								
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			h88pkmdy	light	Light sensor		Датчик освещённости								
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			k626aelh	thermometer	Thermometer		Термометр								
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			ywtcejg	gyrosсope	Gyrosсope		Гироскоп								
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			ywtcej1	uv sensor	UV sensor		УФ дачик								
		1	rating	#f4cdb1	sensor	Sensors	Сенсоры			h88pkmd1	proxim.sensor	Proximity sensor		Датчик приближения								
1	1	1		#f4efd3	navigation	Navigation	Навигация			7ri9whh	outGPS	Connected GPS	Connected GPS	Подключенный GPS								
1	1	1		#f4efd3	navigation	Navigation	Навигация			yfvshn2	inGPS	GPS	Build in GPS	GPS								
1	1	1		#f4efd3	navigation	Navigation	Навигация			39ji8mm	glonass	GLONASS		ГЛОНАСС								
1	1	1		#f4efd3	navigation	Navigation	Навигация			x0xgsbn	compass	Compass		Компас								
1	1	1		#f4efd3	navigation	Navigation	Навигация			x0xgsbz	navigator	Navigator		Навигатор								
1	1	1		#f4efd3	navigation	Navigation	Навигация			x0xgsbl	gps time sync.	GPS time synchronization		Синхронизация времени по GPS								
1	1	1		#f4efd3	navigation	Navigation	Навигация			x1xgsbl	a-gps	A-GPS		A-GPS								
1	1	1		#f4efd3	navigation	Navigation	Навигация			x1xgsb1	bds	BDS		BDS								
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		rt0qxrl	material.sensor	Material sensor		Материал датчика								
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		3bjbzrk	material.strap	Material strap		Материал ремешка								
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		3bjbzry	material.cover	Material cover		Материал задней части								
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		3bjbzra	material.frame	Material frame		Материал рамки								
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		ly7hk3b	dimensions	Dimensions		Габариты	mm.	мм.		(ШхВхТ)				(WxHxD)
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		65ihv16	width	Item width	Width	Ширина товара	mm.	мм.						
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		qorav98	height	Item height	Height	Высота товара	mm.	мм.						
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		vbryix7	depth	Item depth	Depth	Глубина товара	mm.	мм.						
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		uanzwi8	weight	Item weight	Weight	Вес предмета	gram	грам						
1	1	1		#fbffe2	design	Design	Дизайн	Корпус		ywkph16b	weight body	Body weight	Weight	Вес корпуса	gram	грам						
1	1	1		#fbffe2	design	Design	Дизайн			ywkphzzz	thinnest point	Thinnest point	Weight	Толщина (в самой тонкой точке)	mm.	мм.						
1	1	1		#fbffe2	design	Design	Дизайн			cc1cqt0	re.strap	Replaceable straps		Сменные ремешки								
1	1	1		#fbffe2	design	Design	Дизайн			yln26cd	strap.size	Strap dimensions		Размеры ремешка								
1	1	1		#fbffe2	design	Design	Дизайн			s8j8g7h	buttons	Buttons		Кнопки								
1	1	1		#fbffe2	design	Design	Дизайн			ywkph17b	weight cord	Cord weight	Weight	Вес браслета	gram	грам						
1	1	1		#fbffe2	design	Design	Дизайн			zwkph17b	body material	Body material	Weight	Материал корпуса								
1	1			#fbffe2	design	Design	Дизайн			ywkph10b	colors	Colors		Доступные цвета								
1	1			#fbffe2	design	Design	Дизайн	Корпус		ywkph19b	body color	Body color		Цвета корпуса								
1	1			#fbffe2	design	Design	Дизайн	Корпус		ywkph20b	cord color	Cord color		Цвета ремешка								
1	1	1		#e8ecd1	package	Package	Упаковка			r393dad	weight	Package weight	P.weight	Вес упаковки	gram	грам						
1	1	1		#e8ecd1	package	Package	Упаковка			i9scmdd	width	Package width	P.width	Ширина упаковки	mm.	мм.						
1	1	1		#e8ecd1	package	Package	Упаковка			r1qovw5	height	Package height	P.height	Высота упаковки	mm.	мм.						
1	1	1		#e8ecd1	package	Package	Упаковка			vw1xwnp	depth	Package depth	depth	Глубина упаковки	mm.	мм.						
1	1	1		#d9d2e9	display	Display	Дисплей			xxyv5nx	type	Display type	Size	Тип дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			1n820fz	size	Display size		Размер дисплея	inches	дюймов						
1	1	1		#d9d2e9	display	Display	Дисплей			aakph19b	second front display	Second front display		Второй фронтальный дисплей								
1	1	1		#d9d2e9	display	Display	Дисплей			aakph191	display availability	Display availability		Наличие дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			aakph19z	second front display size	Second front display size		Размер второго фронтального дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			aakph22z	second front display res.	Second front display resolution		Разрешение второго фронтального дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			aakph23z	always-on display sec. front disp.	Always-on display second front display		Always-on display второго фронтального дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			ywkph18b	screen shape	Screen shape		Форма экрана								
1	1	1		#d9d2e9	display	Display	Дисплей			ywkph18a	dci-p3	DCI-P3		DCI-P3								
1	1	1		#d9d2e9	display	Display	Дисплей			zq2ektp	ratio	Screen-to-body ratio		Screen-to-body ratio	%	%						
1	1	1		#d9d2e9	display	Display	Дисплей			pcao0re	touchscreen	Touchscreen		Сенсорный экран								
1	1	1		#d9d2e9	display	Display	Дисплей			yq2jcrla	touch type	Touch type		Тип сенсорного дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			yq2jcrl1	igzo display	IGZO display		IGZO матрица								
1	1	1		#d9d2e9	display	Display	Дисплей			alrhep0	multitouch	Multitouch		Мультитач								
1	1	1		#d9d2e9	display	Display	Дисплей			efre410	slides	Support slides		Распознавание слайдов								
1	1	1		#d9d2e9	display	Display	Дисплей			bhmg3f1	light	Display backlight		Подсветка дисплея								
1	1	1		#d9d2e9	display	Display	Дисплей			8vzzca7	colors	Display colors		Цвета дисплея	colors	цветов						
1	1	1		#d9d2e9	display	Display	Дисплей			djrp53w	const.	Constantly working screen		Постоянно работающий экран								
				#d9d2e9	display	Display	Дисплей			3vzdcz1	resolution	Resolution		Разрешение	px	px						
1	1	1		#d9d2e9	display	Display	Дисплей			nggks18	width	Display width		Ширина дисплея	px	px						
1	1	1		#d9d2e9	display	Display	Дисплей			j2p7bju	height	Display height		Высота дисплея	px	px						
1	1	1		#d9d2e9	display	Display	Дисплей			7x8x76o	ppi	Pixel density	PPI	Плотность пикселей	ppi	ppi						
1	1	1		#d9d2e9	display	Display	Дисплей			4p3xh0r	a.adjusted	Auto adjust brightness		Автоматическая настройка яркости								
1	1	1		#d9d2e9	display	Display	Дисплей			um01wxa	m.adjusted	Manually adjust brightness		Ручная настройка яркости								
1	1	1		#d9d2e9	display	Display	Дисплей			59e6c9r	protection	Protection		Защита								
1	1	1		#d9d2e9	display	Display	Дисплей			y22jcrla	contrast ratio nominal	Contrast ratio nominal		Коэффициент контрастности: номинальный								
1	1	1		#d9d2e9	display	Display	Дисплей			y23jcrla	contrast ratio sunlight	Contrast ratio sunlight		Коэфф.контрастности: солнечный свет								
1	1	1		#d9d2e9	display	Display	Дисплей			y23jcrlz	wide colour gamut	Wide colour gamut		Широкая цветовая гамма								
1	1	1		#d9d2e9	display	Display	Дисплей			y20jcrlz	120hz	120Hz		120Hz								
1	1	1		#ead1dc	protection	Protection	Защита			cxeplx1	water	Water Resistant	IP	Водонепроницаемость								
1	1	1		#ead1dc	protection	Protection	Защита			cxeplx4	water prop	Water resistant properties	IP	Особенности защиты от воды								
1	1	1		#ead1dc	protection	Protection	Защита			cxeplx2	dust resist	Dust resistant	IP	Защита от пыли								
1	1	1		#ead1dc	protection	Protection	Защита			cxeplx3	dust prop	Dust resistant properties	IP	Особенности защиты от пыли								
1	1	1		#ead1dc	protection	Protection	Защита			fjl10v4	t.min	Temperature minimum	t.min	Минимальная температура	°C	°C						
1	1	1		#ead1dc	protection	Protection	Защита			1qwpm99	t.max	Temperature max	t.max	Максимальная температура	°C	°C						
1	1	1		#ead1dc	protection	Protection	Защита			5zj3yam0	miltary.g.d	Military-grade durability		Долговечность военного класса								
1	1	1		#d9d2e9	battery	Power	Питание	Батарея	Battery	63r9r99	type	Type	Battery type	Тип								
1	1	1		#d9d2e9	battery	Power	Питание	Батарея	Battery	wbswcml	capacity	Capacity		Емкость	mAh	мА-ч						
1	1	1		#d9d2e9	battery	Power	Питание	Батарея	Battery	c220c9j	replace.	Replaceable battery		Сменный аккумулятор								
1	1	1		#d9d2e9	battery	Power	Питание	Батарея	Battery	qwkph25b	battery endurance rating	Endurance rating	Battery type	Оценка выносливости	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	qldrwtm	waiting	Battery life - waiting	Battery life - Waiting	Срок службы батареи - ожидание	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	gsqav1h	active	Battery life - tested	Battery life - Waiting	Срок службы батареи - тестированно	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	zuqqmwi3	talk.time	Talk time		Время разговора	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm29w	music.time	Music time		Прослушивание музыки	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm29z	video.time	Video time		Просмотр видео	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm290	net usage 3g	Internet usage: 3g		Использование интернета 3g	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm291	standby 3g	Standby 3g		Standby 3g	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm292	talk time 4g	Talk time 4g		Время разговора в сети 4g	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojsm293	standby 4g	Standby 4g		Режим ожидания в сети 4g	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	6ojs1290	net usage 4g	Internet usage: 4g		Использование интернета 4g	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	ywkph14b	average battery life	Average battery life	Battery type	Средний срок службы	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	ywkph15b	low battery life	Low battery life	Battery type	Срок службы при низкой активности	hours	часы						
1	1	1		#d9d2e9	battery	Power	Питание	Автономность	Battery life	qwkph15b	wifi usage time	Wifi usage time	Battery type	Время работы в сети wifi	hours	часы						
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	le00i0c	charge	Charging time		Время зарядки	hours	часов						
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	99rtfuj	magnetic	Magnetic charger		Магнитное зарядное устройство								
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	xc2onhy	wireless	Wireless charger		Беспроводная зарядка								
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	kvdjylj	in.voltage	Input voltage		Входное напряжение	volt	вольт						
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	wfypeww	in.current	Input current		Входной ток	mA	mA						
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	27s8wl4	fast charg	Fast charging		Быстрая зарядка								
1	1	1		#c6bfd5	charger	Power	Питание	Зарядка	Charger	27s8wl5	fast charg ver.	Fast charging: version		Быстрая зарядка: версия								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			llulwif	android	Android version	Android	Версия для Android								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			0v8w2sz	iOS	iOS version	iOS	Версия iOS								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			vxq3g1f	bl.berry	Blackberry	Blackberry	Blackberry								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			a5sj3l2	win	Windows	Windows	Windows								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			m7mkat1	mac	Mac OS		Mac OS								
1	1	1		#fce5cd	synchronization	Synchronization	Синхронизация			v3igy2n	web	Web	Desktop	Веб								
1	1	1		#efefef	notifications	Notifications	Уведомления			xdet6dq	light	Light		Светоиндефикация								
1	1	1		#efefef	notifications	Notifications	Уведомления			u8sj5wc	vibro	Vibration		Вибрация								
1	1	1		#efefef	notifications	Notifications	Уведомления			rdxjplx	in.call	Incoming call		Входящий звонок								
1	1	1		#efefef	notifications	Notifications	Уведомления			893edxr	in.message	Incoming message		Входящие сообщения								
1	1	1		#efefef	notifications	Notifications	Уведомления			58ue5nd	call.id	Call ID display		Отображение имени звонящего								
1	1	1		#efefef	notifications	Notifications	Уведомления			h3dd5mg	calendar	Calendar		Календарь								
1	1	1		#efefef	notifications	Notifications	Уведомления			jbsxi9o	apps	Apps		Приложения								
1	1	1		#efefef	notifications	Notifications	Уведомления			h3dd5mz	phase  month	Phases of the month		Фазы луны								
1	1	1		#efefef	watch	Watch	Часы			ih6ss8o	digital	Digital faces		Цифровой циферблат								
1	1	1		#efefef	watch	Watch	Часы			zspoi2q	analog.digit	Analog-digital faces		Аналого-цифровой циферблат								
1	1	1		#efefef	watch	Watch	Часы			7nk80pp	analog	Analog face		Аналоговый циферблат								
1	1	1		#efefef	watch	Watch	Часы			zdsda7a	weather	Display weather		Отображение погоды								
1	1	1		#efefef	system	System	Система	Операционная система	Operating system	ui65qcn	op.system	Operating system		Операционная система								
1	1	1		#efefef	system	System	Система	Операционная система	Operating system	ui71qcn	op.system	Operating system avaliable		Операционная система доступная								
1	1	1		#efefef	system	System	Система	Операционная система	Operating system	ui65qc1	op.system compability	Сompability OS		Совместимые ОС								
1	1	1		#efefef	system	System	Система	Память		ui65qc2	available free memory	Available free memory		Доступная свободная память								
1	1	1		#efefef	system	System	Система	Карта памяти	Memory card	yz90cwl	card	Card slot		Разъем для карты								
1	1	1		#efefef	system	System	Система	Карта памяти	Memory card	yz90cwq	card max	Max capacity		Максимальная емкость								
1	1	1		#efefef	system	System	Система	Карта памяти	Memory card	5exn648	rom	ROM		ROM								
1	1	1		#efefef	system	System	Система	Карта памяти	Memory card	7aadfmc	flash	Flash	Flash	Flash								
1	1	1		#efefef	system	System	Система	Внутреняя память	Internal memory	c8xo6x6	in.memory.capacity	Capacity		Размер								
1	1	1		#efefef	system	System	Система	Внутреняя память	Internal memory	c8xo611	in.memory.format	Format		Формат								
1	1	1		#efefef	system	System	Система	Внутреняя память	Internal memory	a3xo6x6	memory options	Memory options		Параметры памяти								
1	1	1		#efefef	system	System	Система	Оперативная память RAM	RAM	ej4wq1y	ram.size	RAM size		RAM Обьём								
1	1	1		#efefef	system	System	Система	Оперативная память RAM	RAM	z3xo6x6	ram type	RAM type		Тип RAM								
1	1	1		#efefef	system	System	Система	Оперативная память RAM	RAM	v3xo6x6	ram channels	RAM channels		Кол-во каналов RAM								
1	1	1		#efefef	system	System	Система	Оперативная память RAM	RAM	z3xo6x7	ram freq	RAM freq		Частота RAM								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y5xo6x4	model	Model		Модель								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y4xo6x6	proc.architect.	CPU architecture		Архитектура процессора								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y4xo655	proc.bit	CPU bit		Битность процессора								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y3xo6x6	cpu technology	CPU technology		Технология процессора								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y5xo6x5	cpu core	CPU cores		Кол-во ядер процессора	Cores	Ядер						
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y5xo6x6	cpu freq	CPU frequency		Частота процессора	GHz	GHz						
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y1xo6x6	gpu freq	GPU frequency		Частота GPU								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	a1xo6x6	user interface	User interface		Графическая оболочка								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y5xo6x7	auxiliary cpu	Auxiliary cpu		Вспомогательный процессор								
1	1	1		#efefef	system	System	Система	Процессор - CPU	CPU	y5xo6x8	second auxiliary cpu	Second auxiliary cpu		Второй вспомогательный процессор								
1	1	1		#efefef	system	System	Система	GPU Видеокарта	GPU	4kzmswo	gpu	GPU		GPU								
1	1	1		#efefef	system	System	Система			dkg7n4e	chipset	Chipset		Чипсет								
1	1	1		#efefef	system	System	Система			bmpc3f3j	3.apps	Third-Party applications		Установка сторонних приложений								
1	1	1		#efefef	system	System	Система			ia0bsr7	updates	Support updates		Поддерживает обновления								
1	1	1		#efefef	system	System	Система			zs77mmlu	languages	Languages		Языки								
1	1	1		#efefef	system	System	Система			ywkph13b	required apps	Required apps android		Необходимые приложения android								
1	1	1		#efefef	system	System	Система			awkph14b	required apps ios	Required apps ios		Необходимые приложения ios								
1	1	1		#efefef	system	System	Система			awkph141	service and applications	Service and applications		Службы и приложения								
1	1	1		#efefef	system	System	Система	Производительность		q85w6qma	benchmark antutu 5	Benchmark Antutu 5		Benchmark antutu 5								
1	1	1		#efefef	system	System	Система	Производительность		q85w6qmq	benchmark antutu 6	Benchmark Antutu 6		Benchmark antutu 6								
1	1	1		#efefef	system	System	Система	Производительность		q85w6qm7	benchmark antutu 7	Benchmark Antutu 7		Benchmark antutu 7								
1	1	1		#efefef	system	System	Система	Производительность		a7xo6x6	basemark os	Basemark OS		Бенчмарк Basemark OS								
1	1	1		#efefef	system	System	Система	Производительность		a7xo1x6	basemark os	Basemark OS 2		Бенчмарк Basemark OS 2								
1	1	1		#efefef	system	System	Система	Производительность		a8xo6x6	basemark x	Basemark X		Бенчмарк Basemark X								
1	1	1		#efefef	system	System	Система			a4xo6x6	airDrop	AirDrop	AirDrop	AirDrop								
1	1	1		#efefef	system	System	Система			a4xo1x6	airPlay	AirPlay	AirPlay	AirPlay								
1	1	1		#efefef	system	System	Система			azxo1x6	faceTime	FaceTime	FaceTime	FaceTime								
1	1	1		#efefef	system	System	Система			azxo2x6	iBeacon	iBeacon	iBeacon	iBeacon								
1	1	1		#efefef	system	System	Система			azxo3x6	iCloud	iCloud	iCloud	iCloud								
1	1	1		#efefef	system	System	Система			azxo4x6	siri	Siri	Siri	Siri								
1	1	1		#efefef	system	System	Система			azxo4x7	screen mirroring	Screen mirroring	Siri	Screen Mirroring								
1	1	1		#efefef	system	System	Система			azxo4x8	changeable themes	Changeable themes	Siri	Изменяемые темы								
1	1	1		#efefef	system	System	Система			azxo4x9	airprint	AirPrint	Siri	AirPrint								
1	1	1		#efefef	system	System	Система			azxo410	spotlight.call	Spotlight call	Siri	Spotlight Звонки								
1	1	1		#efefef	system	System	Система			azxo411	mirrorlink	MirrorLink	Siri	MirrorLink								
1	1	1		#efefef	system	System	Система			azxo412	easy mode	Easy mode	Siri	Easy mode								
x	1	1		#efefef	system	System	Система			azxo413	samsung KNOX	Samsung KNOX	Siri	Samsung KNOX								
x	1	1		#efefef	system	System	Система			azxo414	ant+	ANT+	Siri	ANT+								
x	1	1		#efefef	system	System	Система			azxo415	dual/multi window	Dual/Multi window	Siri	 Режим разделения экрана								
x	1	1		#efefef	system	System	Система			azxo416	ultra power saving mode	Ultra power saving mode	Siri	Ultra power saving mode								
x	1	1		#efefef	system	System	Система			azxo417	turn on voice screen lock	Turn on voice screen lock	Siri	Turn on voice screen lock								
x	1	1		#efefef	system	System	Система			azxo418	single-hand use mode	Single-Hand use mode	Siri	Single-Hand режим								
x	1	1		#efefef	system	System	Система			azxo419	s pen	S Pen	Siri	S Pen								
x	1	1		#efefef	system	System	Система			azxo420	air command	Air command	Siri	Air Command								
x	1	1		#efefef	system	System	Система			azxo421	digital to analog converter	Digital to analog converter	Siri	Digital to analog converter								
x	1	1		#efefef	system	System	Система			azxo422	hidden mode	Hidden mode	Siri	Hidden mode								
x	1	1		#efefef	system	System	Система			azxo423	aop microphone	(AOP) Microphone	Siri	(AOP) Микрофон								
x	1	1		#efefef	system	System	Система			azxo424	hwa	HWA	Siri	HWA								
x	1	1		#efefef	system	System	Система			azxo425	voice command	Voice command	Siri	Voice command								
x	1	1		#efefef	system	System	Система			azxo426	virtual reality	Virtual reality	Siri	Virtual reality								
x	1	1		#efefef	system	System	Система			azxo427	ldac	LDAC	Siri	LDAC								
x	1	1		#efefef	system	System	Система	Безопасность	Security	rsub3l9c	fingerprint	Fingerprint		Отпечаток пальца								
x	1	1		#efefef	system	System	Система	Безопасность	Security	c4awfagk	face.id	Face ID		Face ID								
1	1	1		#fce5cd	wearing	Wearing	Ношение			mxt5u80	any	Anywhere		В любом месте								
1	1	1		#fce5cd	wearing	Wearing	Ношение			spywapr	wrist	Wrist		Запястье								
1	1	1		#fce5cd	wearing	Wearing	Ношение			ihjgnv4	neck	Neck		Шея								
1	1	1		#fce5cd	wearing	Wearing	Ношение			r2x9zah	chest	Chest		Грудь								
1	1	1		#fce5cd	wearing	Wearing	Ношение			g991don	pocket	Pocket		Карман								
1	1	1		#fce5cd	wearing	Wearing	Ношение			qjq0hxa	ears	Ears		Уши								
1	1	1		#fce5cd	wearing	Wearing	Ношение			zwbq081	arm	Arm		Рука								
1	1	1		#fce5cd	wearing	Wearing	Ношение			peqe0h9	waist	Waist		Талия								
1	1	1		#cadadd	camera	Camera	Камера	Камера основная	primary camera	lggn0m2	camera	Camera		Камера основная	MP	MP						
1	1	1		#cadadd	camera	Camera	Камера	Камера основная	primary camera	t9q0h7hd	video	Video		Видео								
1	1	1		#cadadd	camera	Camera	Камера	Фронтальная камера	front camera	06wzu4yz	camera2	Camera 2		Камера 2	MP	MP						
1	1	1		#cadadd	camera	Camera	Камера	Третья задняя камера	third rear camera	06wzu5yz	presence camera3	Presence camera 3		Наличие 3 задней камеры								
