297124;Universidad de Zaragoza
297238;University of Trento
294589;Universität Bremen
294869;Universität Mannheim
296570;Universität Potsdam
297536;Université Paris Diderot - Paris 7
294872;Universiti Utara Malaysia (UUM)
295204;University of Belgrade
296894;University of Guelph
297087;University of Haifa
294178;University of Jyväskylä
294063;Université de Liège
293821;University of Macau
297141;Universiti Malaysia Sabah (UMS)
294870;University of Manitoba
293778;University of Massachusetts - Boston
297044;University of New England Australia
294790;University of New Mexico
297473;University of Salford
294534;University of Science and Technology of China
297481;University of South Carolina
297269;University of Tampere
296383;Ulster University
297067;Vilnius University
297047;Australian Catholic University
294598;Bilkent University
294590;Brandeis University
296762;Chung-Ang University (CAU)
294480;Ecole Polytechnique
294370;Fu Jen Catholic University
294343;Georgia State University
297052;Hacettepe University
297099;Heriot-Watt University
294222;Iowa State University
294186;Jilin University
294327;Justus-Liebig-University Giessen
294051;Linköping University
294002;Loyola University Chicago
297540;Manchester Metropolitan University
294285;Martin-Luther-Universität Halle-Wittenberg
294921;Meiji University
296110;Middle East Technical University
294692;National Chung Cheng University
297650;The New School
294764;Norwegian University of Science And Technology
297519;Nottingham Trent University
297228;Politecnico di Torino
296656;Roskilde University
296097;Ryerson University
297263;Technische Universität Dresden
293855;The Education University of Hong Kong
297251;Tilburg University
297112;Universidad Alberto Hurtado
296464;Universidad de Alicante
296871;Universidad de Antioquia
296848;Universidad de Guadalajara (UDG)
296825;Universidad Nacional de La Plata (UNLP)
296864;Universidade de Brasília
297517;UNESP
295200;Universidade Federal do Rio Grande Do Sul
294360;University of Genoa
297479;Universität des Saarlandes
294230;Universität Innsbruck
294189;Universität Jena
325908;Université Grenoble-Alpes
297544;Université Paris Descartes
294579;University of Bucharest
294503;University of Delaware
294489;University of Dundee
294818;University of Kwazulu-Natal
294040;University of Ljubljana
294851;University of Missouri, Columbia
294734;University of Oklahoma
297118;University of San Francisco
297470;University of Strathclyde
297258;The University of Tennessee, Knoxville
293611;University of Zagreb
293776;Verona University
297206;Virginia Polytechnic Institute and State University
294481;Ecole Polytechnique Fédérale de Lausanne (EPFL)
297262;Technical University of Munich
297264;Technical University of Denmark
297501;Pohang University of Science And Technology (POSTECH)
294243;Indian Institute of Technology Bombay (IITB)
294485;CentraleSupélec
296465;Politécnica de Madrid
297233;Technische Universität Darmstadt
294540;Chalmers University of Technology
295536;Indian Institute of Science (IISc) Bangalore
294238;Indian Institute of Technology Madras (IITM)
294624;National Technical University of Athens
294240;Indian Institute of Technology Kanpur (IITK)
297261;Technion - Israel Institute of Technology
297178;Xi’an Jiaotong University
297014;Harbin Institute of Technology
294239;Indian Institute of Technology Kharagpur (IIT-KGP)
297213;Universitat Politècnica de València
294263;Aalto University
294511;Cranfield University
294971;Huazhong University of Science and Technology
297541;Université Pierre et Marie Curie (UPMC)
297023;Beijing Institute of Technology
295233;Mines, ParisTech
296626;Institut polytechnique de Grenoble - Grenoble Institute of Technology
297053;King Fahd University of Petroleum & Minerals
297199;Warsaw University of Technology
297125;Czech Technical University in Prague
297444;Rensselaer Polytechnic Institute
294497;TU Dortmund University
294615;Bandung Institute of Technology (ITB)
297506;Graz University of Technology
295101;King Abdullah University of Science & Technology
297226;University of Twente
294237;Indian Institute of Technology Roorkee (IITR)
297252;Tianjin University
297140;Universiti Teknologi Petronas (Petronas)
293305;TELECOM ParisTech
294206;Istanbul Technical University
297265;Technische Universität Braunschweig
296687;King Abdulaziz University (KAU)
297287;Southeast University
294963;National Taipei University of Technology
293370;Instituto Politécnico Nacional (IPN)
293863;Asian Institute of Technology, Thailand
297021;Beihang University (former BUAA)
297119;National University of Sciences And Technology (NUST) Islamabad
293278;Institut National des Sciences Appliquées de Lyon (INSA)
297526;Université Paris-Sud
294142;Colorado School of Mines
294104;Kyungpook National University
296650;Tampere University of Technology
294274;Leibniz Universität Hannover
295116;Peter the Great Saint-Petersburg Polytechnic University
296503;Wroclaw University of Technology
294982;Beijing University of Technology
297017;Dalian University of Technology
294773;Northeastern University
297521;University of Patras
294981;Beijing Jiaotong University
294493;Dublin Institute of Technology
296566;Budapest University of Technology and Economics
294466;Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)
296473;Bauman Moscow State Technical University
296716;Sejong University
297000;South China University of Technology
293792;Vilnius Gediminas Technical University
294521;Colorado State University
294241;Indian Institute of Technology Guwahati (IITG)
294247;Illinois Institute of Technology
309623;Université de Montpellier
294533;Chonbuk National University
294463;Ecole des Ponts ParisTech
293648;Tokyo University of Science
297190;Weizmann Institute of Science
297110;Gwangju Institute of Science and Technology (GIST)
294061;Université Lille 1, Sciences et Technologies
296494;University of Aveiro
294585;Brno University of Technology
295219;University of Texas Dallas
297015;East China University of Science and Technology
294656;Universiti Tenaga Nasional (UNITEN)
294554;Case Western Reserve University
294436;Universität Duisburg-Essen
295297;École Centrale de Lyon
294604;Ben Gurion University of The Negev
297018;Chongqing University
294260;Hiroshima University
297122;Inha University
297648;Singapore Management University
297619;Alexandria University
293643;National Research Tomsk Polytechnic University
294254;University of Houston
294974;University of Science and Technology Beijing
297161;University of Seoul
294049;Johannes Kepler University Linz
297078;Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento
296504;AGH University of Science and Technology
295071;COMSATS Institute of Information Technology
294650;Feng Chia University
294702;King Mongkut's University of Technology Thonburi
296429;Konkuk University
297601;Lehigh University
296397;Lulea University
297446;Michigan Technological University
297142;Multimedia University (MMU)
297011;Nanjing University of Aeronautics and Astronautics
294393;National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)
294795;National Yang Ming University
297404;Quaid-i-Azam University
295862;Technische Universität Hamburg-Harburg
295086;Universidad Técnica Federico Santa María (USM)
294365;Gadjah Mada University
296634;University of Bordeaux
296636;Université de Technologie de Compiègne (UTC)
294406;University of Central Florida
294979;University of Electronic Science and Technology of China
294233;Universitas Indonesia
297117;University of Tehran
297216;University of Utah
296816;Wuhan University of Technology
297174;Yokohama National University
297631;Ain Shams University
296433;Ajou University
296811;Anna University
294983;Beijing University of Chemical Technology
294984;Beijing University of Posts and Telecommunications
297020;Central South University
294537;Chiba University
294532;Chonnam National University
294495;Drexel University
295299;École Centrale de Nantes
294787;Ecole Normale Supérieure de Cachan
294160;Kasetsart University
296511;Kaunas University of Technology
297331;Kyushu Institute of Technology
296557;Politecnico di Bari
297394;Sharif University of Technology
297255;Thammasat University
297247;Tokyo Metropolitan University
293554;Universidade Federal de Santa Catarina
297223;University Ulm
293992;Université Claude Bernard Lyon 1
297239;Université Paul Sabatier Toulouse III
294956;Universiti Tun Hussein Onn  Malaysia (UTHM)
293738;Universiti Malaysia Perlis
297063;University of Engineering & Technology (UET) Lahore
296408;University of Minho
297603;University of Oulu
296893;University of Saskatchewan
296924;University Politehnica of Bucharest
294162;Karolinska Institutet
294566;University of California, San Francisco
294017;London School of Hygiene and Tropical Medicine
294608;Baylor College of Medicine
297202;Wageningen University
297492;The Rockefeller University
295224;The University of Texas Southwestern Medical Center at Dallas
295230;The University of Texas M. D. Anderson Cancer Center
294275;Medizinische Hochschule Hannover
296679;Medical University of Vienna
295082;University of Colorado, Denver
295226;University of Massachusetts Medical School - Worcester
295227;Icahn School of Medicine at Mount Sinai
296773;Tokyo Medical and Dental University (TMDU)
295084;University of Alabama at Birmingham
295098;Taipei Medical University
295225;Mayo Medical School
296369;St George's, University of London
294115;University of Eastern Finland
294682;Chang Gung University
297480;University of South Florida
293781;China Medical University
297200;Wake Forest University
293558;Universidade Federal de São Paulo
296914;Semmelweis University
296676;Medical University of Graz
294641;University of Alabama
294149;University of Kentucky
295062;University of Maryland, Baltimore County
296394;Swedish University of Agricultural Sciences
297176;The Katz School at Yeshiva University
297455;Universität Regensburg
297163;University of Ulsan
297518;James Cook University
295229;The University of Texas Health Science Center at Houston
297230;Tulane University
297522;Oregon State University
297184;Medical College of Wisconsin
297168;The Catholic University of Korea
293783;University of Milano-Bicocca
294202;Istanbul University
294171;Kanazawa University
294119;Kumamoto University
297207;Virginia Commonwealth University
297019;China Agricultural University
294737;Okayama University
294004;Louisiana State University
296537;Università Vita-Salute San Raffaele
297611;University of Vermont
294538;Chiang Mai University
297276;Stony Brook University, State University of New York
293642;Malmo University
294611;University of Bari
295179;Aga Khan University
294530;Chungnam National University
294883;Kansas State University
295787;Kaohsiung Medical University
294833;Nagasaki University
294779;Niigata University
297423;Royal College of Surgeons in Ireland (RCSI)
296787;Tehran University of Medical Sciences
294849;University of Modena and Reggio Emilia
297567;Università degli Studi di Perugia
296584;University of Hohenheim
296896;Université de Sherbrooke
294510;University of Crete
297396;University of Debrecen
297560;University of Nebraska-Lincoln
295243;University of Parma
295253;University of Texas at San Antonio
297236;University of Tromsø The Arctic University of Norway
294766;Wayne State University
294614;Bangor University
294588;Brigham Young University
294173;Kagoshima University
294143;Khon Kaen University
294203;Makerere University
297010;Nanjing Agricultural University
297633;Osaka City University
297491;Prince of Songkla University
296362;Royal Veterinary College , University of London
295063;Rutgers - The State University of New Jersey, Newark
295821;Saint Louis University
296868;Universidade Federal do Paraná - UFPR
294552;Catania University
297347;University of Siena
297237;University of Trieste
296569;Universität Rostock
296678;University of Natural Resources and Applied Life Sciences Vienna
296422;Université Nice Sophia Antipolis
293775;University of Brescia
