2,"Hongik University",296432,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/296432\",\"\\nacademic_reputation_\":\"62\",\"\\nemployer_reputation_\":\"19.9\",\"\\nfaculty_student_\":\"23\",\"\\ninternational_faculty_\":\"58.6\",\"\\ninternational_students_\":\"17\",\"\\ninbound_exchange_\":\"5.5\",\"academic_faculty_staff_total\":\"\\n1,315 \",\"academic_faculty_staff_inter\":\"\\n153 \",\"students_info\":{\"domestic\":{\"number_students\":\"\\n19,792 \",\"number_students_postgraduate\":\"12%\",\"number_students_undergraduate\":\"88%\"},\"international\":{\"number_students\":\"\\n442 \",\"number_students_postgraduate\":\"34%\",\"number_students_undergraduate\":\"66%\"}}}"
3,"IT University of Copenhagen",296655,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/296655\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
4,"Middlesex University",294856,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/294856\",\"\\ninternational_faculty_\":\"85.7\",\"\\ninternational_students_\":\"70.9\",\"\\nacademic_reputation_\":\"62.5\",\"\\nemployer_reputation_\":\"48.9\",\"\\nestablishment_year_\":null,\"\\nwur_overall_\":null,\"academic_faculty_staff_total\":\"\\n847 \",\"academic_faculty_staff_inter\":\"\\n268 \",\"students_info\":{\"domestic\":{\"number_students\":\"\\n16,146 \",\"number_students_postgraduate\":\"17%\",\"number_students_undergraduate\":\"83%\"},\"international\":{\"number_students\":\"\\n2,455 \",\"number_students_postgraduate\":\"44%\",\"number_students_undergraduate\":\"56%\"}}}"
5,"Oslo National Academy of the Arts",293945,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/293945\",\"\\nacademic_reputation_\":\"64.6\",\"\\nemployer_reputation_\":\"34.1\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
6,"Royal Academy of Art, The Hague (KABK)",293931,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/293931\",\"\\nacademic_reputation_\":\"61.5\",\"\\nemployer_reputation_\":\"56.3\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
7,"Sheffield Hallam University",297537,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/297537\",\"overall_score\":\"60.1\",\"\\nacademic_reputation_\":\"69\",\"\\nemployer_reputation_\":\"32.8\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
8,"Universidad de Monterrey (UDEM)",296862,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/296862\",\"\\nacademic_reputation_\":\"52.7\",\"\\nemployer_reputation_\":\"67.6\",\"overall_score\":\"43.3\",\"\\nfaculty_student_\":\"29.9\",\"\\n_faculty_staff_with_phd_\":\"67.1\",\"academic_faculty_staff_total\":\"\\n480 \",\"academic_faculty_staff_inter\":\"\\n43 \",\"students_info\":{\"domestic\":{\"number_students\":\"\\n8,426 \",\"number_students_postgraduate\":\"9%\",\"number_students_undergraduate\":\"91%\"},\"international\":{\"number_students\":\"\\n157 \",\"number_students_postgraduate\":\"18%\",\"number_students_undergraduate\":\"82%\"}}}"
9,"Universität der Künste Berlin",308886,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/308886\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
10,"Accademia Belle Arti Roma",293929,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/293929\",\"\\nacademic_reputation_\":\"58.7\",\"\\nemployer_reputation_\":\"45.7\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
11,"Estonian Academy of Arts",293950,"{\"site_url\":\"https:\\/\\/www.topuniversities.com\\/node\\/293950\",\"academic_faculty_staff_total\":null,\"academic_faculty_staff_inter\":null,\"students_info\":{\"domestic\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null},\"international\":{\"number_students\":null,\"number_students_postgraduate\":null,\"number_students_undergraduate\":null}}}"
