id,name,names,external_ids,website,wikipedia
98,Aix Marseille University,"{""ru"":""Университет Экс-Марсель"",""es"":""Universidad Aix-Marseille"",""zh"":""艾克斯-马赛大学"",""ar"":""جامعة إيكس مرسيليا"",""fr"":""Aix-Marseille Université"",""de"":""Universität Aix-Marseille"",""ja"":""エクスマルセイユ大学"",""ko"":""엑스-마르세유 대학교"",""pt"":""Universidade de Aix Marseille""}","{""ISNI"":""0000 0001 2176 4817"",""FundRef"":""100007586"",""OrgRef"":""27463842"",""Wikidata"":""Q2302586""}",http://www.univ-amu.fr,http://en.wikipedia.org/wiki/Aix-Marseille_University
99,University of Oslo,"{""ru"":""Университет Осло"",""es"":""Universidad de Oslo"",""zh"":""奥斯陆大学"",""ar"":""جامعة أوسلو"",""fr"":""Université d'Oslo"",""de"":""Universität Oslo"",""ja"":""オスロ大学"",""ko"":""오슬로대학"",""pt"":""Universidade de Oslo"",""fi"":""Oslon yliopisto""}","{""ISNI"":""0000 0004 1936 8921"",""FundRef"":""501100002828    "",""OrgRef"":""19015436"",""Wikidata"":""Q486156""}",http://www.uio.no,http://en.wikipedia.org/wiki/University_of_Oslo
100,University of Vienna,"{""ru"":""Венский университет"",""es"":""Universidad de Viena"",""zh"":""维也纳大学"",""ar"":""جامعة فيينا"",""fr"":""Université de Vienne"",""de"":""Universität Wien"",""ja"":""ウィーン大学"",""ko"":""빈대학교"",""pt"":""Universidade de Viena"",""sl"":""Univerza na Dunaju"",""hu"":""Bécsi Egyetem"",""hr"":""Sveučilište u Beču""}","{""ISNI"":""0000 0001 2286 1424"",""FundRef"":""501100003066    "",""OrgRef"":""53049"",""Wikidata"":""Q165980""}",http://www.univie.ac.at,http://en.wikipedia.org/wiki/University_of_Vienna
101,Taras Shevchenko National University of Kyiv,"{""uk"":""Київський національний університет імені Тараса Шевченка"",""ru"":""Киевский национальный университет имени Тараса Шевченко"",""pl"":""Uniwersytet Kijowski"",""hu"":""Kijevi Egyetem""}","{""ISNI"":""0000 0004 0385 8248"",""OrgRef"":""1583836"",""Wikidata"":""Q84151""}",http://www.univ.kiev.ua,http://en.wikipedia.org/wiki/Taras_Shevchenko_National_University_of_Kyiv
102,Miami University,,"{""ISNI"":""0000 0001 2195 6763"",""OrgRef"":""295150"",""Wikidata"":""Q590643""}",http://miamioh.edu,http://en.wikipedia.org/wiki/Miami_University
103,The New School,"{""es"":""La Nueva Escuela""}","{""ISNI"":""0000 0004 0523 9547"",""OrgRef"":""670372"",""Wikidata"":""Q599316""}",http://www.newschool.edu,http://en.wikipedia.org/wiki/The_New_School
104,Trisakti University,"{""id"":""Universitas Trisakti""}","{""OrgRef"":""4050906"",""Wikidata"":""Q4250926""}",http://www.trisakti.ac.id,http://en.wikipedia.org/wiki/Trisakti_University
105,Uppsala University,"{""ru"":""Уппсальский университет"",""es"":""Universidad de Upsala"",""zh"":""乌普萨拉大学"",""ar"":""جامعة أوبسالا"",""fr"":""Université de Uppsala"",""de"":""Universität Uppsala"",""ja"":""ウプサラ大学"",""ko"":""웁살라대학교"",""pt"":""Universidade de Uppsala"",""sv"":""Uppsala universitet"",""fi"":""Uppsalan yliopisto""}","{""ISNI"":""0000 0004 1936 9457"",""FundRef"":""501100007051"",""OrgRef"":""31801"",""Wikidata"":""Q185246""}",http://www.uu.se,http://en.wikipedia.org/wiki/Uppsala_University
106,Lund University,"{""ru"":""Лундский университет"",""es"":""Universidad de Lund"",""zh"":""隆德大学"",""ar"":""جامعة لوند"",""fr"":""Université Lund"",""de"":""Universität Lund"",""ja"":""ルンド大学"",""ko"":""룬드대학"",""pt"":""Universidade de Lund"",""sv"":""Lunds universitet"",""fi"":""Lundin yliopisto""}","{""ISNI"":""0000 0001 0930 2361"",""FundRef"":""501100006738    "",""OrgRef"":""216888"",""Wikidata"":""Q218506""}",http://www.lu.se,http://en.wikipedia.org/wiki/Lund_University
107,University of Gothenburg,"{""ru"":""Гётеборгский университет"",""es"":""Universidad de Gotemburgo"",""zh"":""哥德堡大学"",""ar"":""جامعة غوتنبرغ"",""fr"":""Université de Goeteborg"",""de"":""Universität Göteborg"",""ja"":""ヨーテボリ大学"",""ko"":""예텐보리대학"",""pt"":""Universidade de Gotemburgo"",""sv"":""Göteborgs universitet"",""fi"":""Göteborgin yliopisto""}","{""ISNI"":""0000 0000 9919 9582"",""FundRef"":""501100006756"",""OrgRef"":""216854"",""Wikidata"":""Q371522""}",http://www.gu.se,http://en.wikipedia.org/wiki/University_of_Gothenburg
108,KTH Royal Institute of Technology,"{""ru"":""Королевский технологический институт"",""es"":""Instituto Real de Tecnología"",""zh"":""皇家理工学院"",""ar"":""المعهد الملكي للتكنولوجيا"",""fr"":""Institut royal de technologie"",""de"":""Royal Institute of Technology"",""ja"":""スウェーデン王立工科大学"",""ko"":""왕립 공과대학"",""pt"":""Instituto Real de Tecnologia"",""sv"":""Kungliga Tekniska högskolan"",""fi"":""Kuninkaallinen teknillinen korkeakoulu""}","{""ISNI"":""0000000121581746"",""FundRef"":""501100004270"",""OrgRef"":""25609"",""Wikidata"":""Q854280""}",http://www.kth.se,http://en.wikipedia.org/wiki/Royal_Institute_of_Technology
109,University of Helsinki,"{""ru"":""Хельсинкский университет"",""es"":""Universidad de Helsinki"",""zh"":""赫尔辛基大学"",""ar"":""جامعة هلسنكي"",""fr"":""Université d'Helsinki"",""de"":""Universität Helsinki"",""ja"":""ヘルシンキ大学"",""ko"":""헬싱키대학교"",""pt"":""Universidade de Helsinki""}","{""ISNI"":""0000 0004 0410 2071"",""FundRef"":""100007798"",""OrgRef"":""220548"",""Wikidata"":""Q28695""}",http://www.helsinki.fi,http://en.wikipedia.org/wiki/University_of_Helsinki
110,Jagiellonian University,"{""ru"":""Ягеллонский университет в Кракове"",""es"":""Universidad de Jagiellonian"",""zh"":""克拉科夫雅盖隆大学"",""ar"":""جامعة جاجيلونيان"",""fr"":""Université jagellonne de Cracovie"",""de"":""Jagiellonenuniversität"",""ja"":""ヤギェウォ大学"",""ko"":""야기엘로니안대학교"",""pt"":""Universidade Jaguelônica""}",,http://www.uj.edu.pl,http://en.wikipedia.org/wiki/Jagiellonian_University
111,University of Tehran,"{""ru"":""Университет Тегерана"",""es"":""Universidad de Teherán"",""zh"":""德黑兰大学"",""ar"":""جامعة طهران"",""fr"":""Université de Téhéran"",""de"":""Universität Teheran"",""ja"":""テヘラン大学"",""ko"":""테헤란대학"",""pt"":""Universidade de Teerão"",""fa"":""دانشگاه تهران""}","{""ISNI"":""0000 0004 0612 7950"",""FundRef"":""501100006110"",""OrgRef"":""159999"",""Wikidata"":""Q737835""}",http://www.ut.ac.ir,http://en.wikipedia.org/wiki/University_of_Tehran
112,"University at Buffalo, the State University of New York","{""ru"":""Университет штата Нью-Йорк в Буффало"",""es"":""Universidad Estatal de Nueva York en Buffalo"",""zh"":""纽约州立大学-布法罗"",""ar"":""جامعة ولاية نيويورك في بافالو"",""fr"":""Université d'État de New York à Buffalo"",""de"":""University at Buffalo - State University of New York"",""ja"":""ニューヨーク州立大学　バッファロー校"",""ko"":""뉴욕주립대학교 버펄로캠퍼스"",""pt"":""Universidade Estadual de Nova York em Búfalo""}","{""ISNI"":""0000 0004 1936 9887"",""FundRef"":""100007509 "",""OrgRef"":""465598"",""Wikidata"":""Q681025""}",http://www.buffalo.edu,"http://en.wikipedia.org/wiki/University_at_Buffalo,_The_State_University_of_New_York"
113,Lynn University,,"{""ISNI"":""0000 0000 8620 0134"",""OrgRef"":""3218720"",""Wikidata"":""Q3269570""}",http://www.lynn.edu,http://en.wikipedia.org/wiki/Lynn_University
114,Carnegie Mellon University,"{""ru"":""Университет Карнеги — Меллон"",""es"":""Universidad Carnegie Mellon"",""zh"":""卡内基梅隆大学"",""ar"":""جامعة كارنيجي ميلون"",""fr"":""Université Carnegie-Mellon"",""de"":""Carnegie Mellon University"",""ja"":""カーネギーメロン大学"",""ko"":""카네기멜론대학"",""pt"":""Universidade de Carnegie Mellon""}","{""ISNI"":""0000 0001 2097 0344"",""FundRef"":""100008677    "",""OrgRef"":""48093"",""Wikidata"":""Q190080""}",http://www.cmu.edu,http://en.wikipedia.org/wiki/Carnegie_Mellon_University
115,Florida Institute of Technology,"{""fr"":""Institut Technologique de Floride""}","{""ISNI"":""0000 0001 2229 7296"",""OrgRef"":""760169"",""Wikidata"":""Q3152650""}",http://www.fit.edu,http://en.wikipedia.org/wiki/Florida_Institute_of_Technology
116,Purdue University - West Lafayette,"{""ru"":""Университет Пердью"",""es"":""Universidad de Purdue - Lafayette del Oeste"",""zh"":""普渡大学-西拉法叶"",""ar"":""جامعة بوردو - لافايت الغربية"",""fr"":""Université  Purdue à West Lafayette"",""de"":""Universität Purdue"",""ja"":""パデュー大学 ウエストラファイエット"",""ko"":""퍼듀대학교 웨스트라파에트캠퍼스"",""pt"":""Universidade de Purdue – West Lafayette""}",,http://www.purdue.edu,http://en.wikipedia.org/wiki/Purdue_University
117,University of San Francisco,"{""fr"":""Université de san francisco"",""es"":""Universidad de San Francisco""}","{""ISNI"":""0000 0004 0461 8879"",""FundRef"":""100008913"",""OrgRef"":""3271581"",""Wikidata"":""Q1887879""}",http://www.usfca.edu,http://en.wikipedia.org/wiki/University_of_San_Francisco
118,Northeastern University,"{""ru"":""Северо-Восточный университет"",""es"":""Universidad del Noreste"",""zh"":""东北大学(美国)"",""ar"":""جامعة نورث إيسترن"",""fr"":""Université Northeastern"",""de"":""Northeastern University"",""ja"":""ノースイースタン大学"",""ko"":""노스이스턴대학교"",""pt"":""Universidade do Nordeste""}","{""ISNI"":""0000 0001 2173 3359"",""OrgRef"":""4015130"",""Wikidata"":""Q37548""}",http://www.northeastern.edu,http://en.wikipedia.org/wiki/Northeastern_University
119,Andrews University,"{""es"":""Universidad Andrews""}","{""ISNI"":""0000 0001 2364 7403"",""OrgRef"":""1985591"",""Wikidata"":""Q109176""}",http://www.andrews.edu,http://en.wikipedia.org/wiki/Andrews_University
120,Emory University,"{""ru"":""Университет Эмори"",""es"":""Universidad de Emory"",""zh"":""埃莫里大学"",""ar"":""جامعة إيموري"",""fr"":""Université d'Emory"",""de"":""Emory-Universität"",""ja"":""エモリー大学"",""ko"":""에모리대학교"",""pt"":""Universidade de Emory""}","{""ISNI"":""0000 0001 0941 6502"",""FundRef"":""100007623"",""OrgRef"":""1391893",",Wikidata"":""Q621043""}",http://www.emory.edu
121,Boston University,"{""ru"":""Бостонский университет"",""es"":""Universidad de Boston"",""zh"":""波士顿大学"",""ar"":""جامعة بوسطن"",""fr"":""Université de Boston"",""de"":""Boston University"",""ja"":""ボストン大学"",""ko"":""보스턴대학교"",""pt"":""Universidade de Boston""}","{""ISNI"":""0000 0004 1936 7558"",""FundRef"":""100007265"",""OrgRef"":""4378579"",""Wikidata"":""Q49110""}",http://www.bu.edu,http://en.wikipedia.org/wiki/Boston_University
122,University of Rochester,"{""ru"":""Рочестерский университет"",""es"":""Universidad de Rochester"",""zh"":""罗切斯特大学"",""ar"":""جامعة روتشستر"",""fr"":""Université de Rochester"",""de"":""University of Rochester"",""ja"":""ロチェスター大学"",""ko"":""로체스터대학교"",""pt"":""Universidade de Rochester""}","{""ISNI"":""0000 0004 1936 9174"",""FundRef"":""100005836"",""OrgRef"":""672136"",""Wikidata"":""Q149990""}",http://www.rochester.edu,http://en.wikipedia.org/wiki/University_of_Rochester
123,"University of California, Office of The President","{""fr"":""Université de californie"",""es"":""Universidad de California""}","{""ISNI"":""0000 0001 2348 0690"",""FundRef"":""100005192"",""OrgRef"":""31921"",""Wikidata"":""Q184478""}",http://www.UniversityofCalifornia.edu,http://en.wikipedia.org/wiki/University_of_California
124,University of Illinois at Urbana-Champaign,"{""ru"":""Иллинойский университет в Урбане-Шампейне"",""es"":""Universidad de Illinois en Urbana-Champaign"",""zh"":""伊利诺伊大学厄巴纳-香槟分校"",""ar"":""جامعة إلينوي في إربانا-شامبين"",""fr"":""University d'Illinois à Urbana-Champaign"",""de"":""University of Illinois at Urbana-Champaign"",""ja"":""イリノイ大学アーバナシャンペーン校"",""ko"":""일리노이대학교 어바나-샴페인캠퍼스"",""pt"":""Universidade de Illinois em Urbana-Champaign""}","{""ISNI"":""0000 0004 1936 9991"",""FundRef"":""100006300"",""OrgRef"":""5761339"",""Wikidata"":""Q457281""}",http://illinois.edu,http://en.wikipedia.org/wiki/University_of_Illinois_at_Urbana–Champaign
125,"University of California, San Diego","{""ru"":""Калифорнийский университет в Сан-Диего"",""es"":""Universidad de California, San Diego"",""zh"":""加州大学-圣地亚哥"",""ar"":""جامعة كاليفورنيا، سان دييغو"",""fr"":""Université de California à San Diego"",""de"":""University of California, San Diego"",""ja"":""カリフォルニア大学サンディエゴ校"",""ko"":""캘리포니아대학교 샌디에이고캠퍼스"",""pt"":""Universidade da Califórnia, San Diego""}","{""ISNI"":""0000 0001 2107 4242"",""FundRef"":""100005918    "",""OrgRef"":""31927"",""Wikidata"":""Q622664""}",http://www.ucsd.edu,"http://en.wikipedia.org/wiki/University_of_California,_San_Diego"
126,University of Miami,"{""ru"":""Университет Майами"",""es"":""Universidad de Miami"",""zh"":""迈阿密大学"",""ar"":""جامعة ميامي"",""fr"":""Université de Miami"",""de"":""University of Miami"",""ja"":""マイアミ大学"",""ko"":""마이애미대학교"",""pt"":""Universidade de Miami""}","{""ISNI"":""0000 0004 1936 8606"",""FundRef"":""100008491    "",""OrgRef"":""2902403"",""Wikidata"":""Q738258""}",http://www.miami.edu,http://en.wikipedia.org/wiki/University_of_Miami
127,Australian Catholic University,[],"{""ISNI"":""0000 0001 2194 1270"",""FundRef"":""501100000990"",""OrgRef"":""95200"",""Wikidata"":""Q781371""}",http://www.acu.edu.au,http://en.wikipedia.org/wiki/Australian_Catholic_University
128,Charles Sturt University,,"{""ISNI"":""0000 0004 0368 0777"",""FundRef"":""501100001769"",""OrgRef"":""543841"",""Wikidata"":""Q1066188""}",http://www.csu.edu.au,http://en.wikipedia.org/wiki/Charles_Sturt_University
129,University of Notre Dame Australia,,"{""ISNI"":""0000 0004 0402 6494"",""FundRef"":""501100001800"",""OrgRef"":""564364"",""Wikidata"":""Q1887921""}",http://www.nd.edu.au,http://en.wikipedia.org/wiki/University_of_Notre_Dame_Australia
130,Monash University,"{""ru"":""Университет Монаш"",""es"":""Universidad de Monash"",""zh"":""莫纳什大学"",""ar"":""جامعة موناش"",""fr"":""L'Université de Monash"",""de"":""Monash University"",""ja"":""モナッシュ大学"",""ko"":""모나시대학교"",""pt"":""Universidade de Monash""}","{""ISNI"":""0000 0004 1936 7857"",""FundRef"":""501100006532    "",""OrgRef"":""149620"",""Wikidata"":""Q598841""}",http://www.monash.edu,http://en.wikipedia.org/wiki/Monash_University
131,University of Adelaide,"{""ru"":""Университет Аделаиды"",""es"":""Universidad de Adelaida"",""zh"":""阿德雷德大学"",""ar"":""جامعة أديلايد"",""fr"":""L'Université d'Adélaïde"",""de"":""Universität Adelaide"",""ja"":""アデレード大学"",""ko"":""애들레이드대학교"",""pt"":""Universidade de Adelaide""}","{""ISNI"":""0000 0004 1936 7304"",""FundRef"":""501100007197    "",""OrgRef"":""206748"",""Wikidata"":""Q15574""}",http://www.adelaide.edu.au,http://en.wikipedia.org/wiki/University_of_Adelaide
132,Queensland University of Technology,"{""ru"":""Квинслендский технологический университет"",""es"":""Universidad Tecnológica de Queensland"",""zh"":""昆士兰科技大学"",""ar"":""جامعة كوينزلاند للتكنولوجيا"",""fr"":""L'Université de technologie du Queensland"",""de"":""Queensland University of Technology"",""ja"":""クイーンズランド工科大学"",""ko"":""퀸즐랜드 공과대학교"",""pt"":""Universidade de Tecnologia de Queensland""}","{""ISNI"":""0000000089150953"",""FundRef"":""501100006104"",""OrgRef"":""198332"",""Wikidata"":""Q1144750""}",http://www.qut.edu.au,http://en.wikipedia.org/wiki/Queensland_University_of_Technology
133,Simon Fraser University,"{""ru"":""Университет им. Саймона Фрейзера"",""es"":""Universidad Simon Fraser"",""zh"":""西蒙弗雷泽大学"",""ar"":""جامعة سايمون فريزر"",""fr"":""Université Simon Fraster"",""de"":""Simon Fraser University"",""ja"":""サイモンフレイザー大学"",""ko"":""사이먼프레이저대학교"",""pt"":""Universidade de Simon Fraser""}","{""ISNI"":""0000 0004 1936 7494"",""FundRef"":""501100004326"",""OrgRef"":""28525"",""Wikidata"":""Q201603""}",http://www.sfu.ca,http://en.wikipedia.org/wiki/Simon_Fraser_University
134,University of Victoria,"{""ru"":""Университет Виктории"",""es"":""Universidad de Victoria"",""zh"":""维多利亚大学"",""ar"":""جامعة فيكتوريا"",""fr"":""Université de Victoria"",""de"":""University of Victoria"",""ja"":""ビクトリア大学"",""ko"":""빅토리아대학교"",""pt"":""Universidade de Vitória""}","{""ISNI"":""0000 0004 1936 9465"",""FundRef"":""100008998    "",""OrgRef"":""5541109"",""Wikidata"":""Q1458113""}",http://www.uvic.ca,http://en.wikipedia.org/wiki/University_of_Victoria
135,"University of Newcastle, Australia","{""ru"":""Университет Ньюкасла"",""es"":""Universidad de Newcastle"",""zh"":""纽卡斯尔大学"",""ar"":""جامعة نيوكاسل"",""fr"":""L'Université de Newcastle"",""de"":""University of Newcastle"",""ja"":""ニューキャッスル大学"",""ko"":""뉴캐슬대학교"",""pt"":""Universidade de Newcastle""}","{""ISNI"":""0000 0000 8831 109X"",""FundRef"":""501100001771"",""OrgRef"":""347733"",""Wikidata"":""Q531285""}",http://www.newcastle.edu.au,http://en.wikipedia.org/wiki/University_of_Newcastle_(Australia)
136,University of Waterloo,"{""ru"":""Университет Ватерлоо"",""es"":""Universidad de Waterloo"",""zh"":""滑铁卢大学"",""ar"":""جامعة واترلو"",""fr"":""Université de Waterloo"",""de"":""Universität Waterloo"",""ja"":""ウォータールー大学"",""ko"":""워털루대학교"",""pt"":""Universidade de Waterloo""}","{""ISNI"":""0000 0000 8644 1405"",""FundRef"":""501100004490"",""OrgRef"":""782710"",""Wikidata"":""Q1049470""}",http://uwaterloo.ca,http://en.wikipedia.org/wiki/University_of_Waterloo
137,Deakin University,"{""ru"":""Университет Дикин"",""es"":""Universidad Deakin"",""zh"":""迪肯大学"",""ar"":""جامعة ديكن"",""fr"":""L'Université de Deakin"",""de"":""Deakin University"",""ja"":""ディーキン大学"",""ko"":""디킨 대학교"",""pt"":""Universidade de Deakin""}","{""ISNI"":""0000 0001 0526 7079"",""FundRef"":""501100003028   "",""OrgRef"":""619887"",""Wikidata"":""Q1180978""}",http://www.deakin.edu.au,http://en.wikipedia.org/wiki/Deakin_University
138,National Autonomous University of Mexico,"{""ru"":""Национальный автономный университет Мексики"",""es"":""Universidad Nacional Autónoma de México"",""zh"":""墨西哥国立自治大学"",""ar"":""الجامعة الوطنية المستقلة في المكسيك"",""fr"":""Université nationale autonome du Mexique"",""de"":""Nationale Autonome Universität von Mexiko"",""ja"":""メキシコ国立自治大学"",""ko"":""멕시코국립자치대학교"",""pt"":""Universidade Nacional Autónoma do México""}","{""ISNI"":""0000 0001 2159 0001"",""FundRef"":""501100006087"",""OrgRef"":""47000349"",""Wikidata"":""Q222738""}",http://www.unam.mx,http://en.wikipedia.org/wiki/National_Autonomous_University_of_Mexico
139,National University of La Plata,"{""fr"":""Université nationale de la plata"",""es"":""Universidad Nacional de La Plata""}","{""ISNI"":""0000 0001 2097 3940"",""FundRef"":""501100006283"",""OrgRef"":""2736758"",""Wikidata"":""Q784171""}",http://www.unlp.edu.ar,http://en.wikipedia.org/wiki/National_University_of_La_Plata
140,Technical University Munich,"{""ru"":""Мюнхенский технический университет"",""es"":""Universidad Técnica de Múnich"",""zh"":""慕尼黑工业大学"",""ar"":""جامعة ميونيخ التقنية"",""fr"":""Université technique de Munich"",""de"":""Technische Universität München"",""ja"":""ミュンヘン工科大学"",""ko"":""뮌헨공과대학교"",""pt"":""Universidade Técnica de Munique""}","{""ISNI"":""0000000123222966"",""FundRef"":""501100005713"",""OrgRef"":""349679"",""Wikidata"":""Q157808""}",http://www.tum.de,http://en.wikipedia.org/wiki/Technische_Universität_München
141,University Politehnica of Bucharest,"{""ro"":""Universitatea Politehnica din București""}","{""ISNI"":""0000 0001 2109 901X"",""OrgRef"":""1243036"",""Wikidata"":""Q1465448""}",http://www.upb.ro,http://en.wikipedia.org/wiki/Politehnica_University_of_Bucharest
142,University of Washington,"{""ru"":""Вашингтонский университет"",""es"":""Universidad de Washington"",""zh"":""华盛顿大学-西雅图"",""ar"":""جامعة واشنطن"",""fr"":""Université de Washington"",""de"":""University of Washington"",""ja"":""ワシントン大学シアトル校"",""ko"":""워싱턴대학교"",""pt"":""Universidade de Washington""}","{""ISNI"":""0000000122986657"",""FundRef"":""100007813"",""OrgRef"":""3350599"",""Wikidata"":""Q219563""}",http://www.washington.edu,http://en.wikipedia.org/wiki/University_of_Washington
143,Ohio University,,,http://www.ohio.edu,http://en.wikipedia.org/wiki/Ohio_University
144,Columbia University,"{""ru"":""Колумбийский университет"",""es"":""Universidad de Columbia"",""zh"":""哥伦比亚大学"",""ar"":""وجامعة كولومبيا"",""fr"":""Université Columbia"",""de"":""Columbia University"",""ja"":""コロンビア大学"",""ko"":""컬럼비아대학교"",""pt"":""Universidade de Colúmbia"",""en"":""Columbia University""}","{""ISNI"":""0000000419368729"",""FundRef"":""100005964"",""OrgRef"":""912396"",""Wikidata"":""Q49088""}",http://www.columbia.edu,http://en.wikipedia.org/wiki/Columbia_University
145,Illinois Institute of Technology,"{""fr"":""Institut de technologie de l'illinois"",""es"":""Instituto de Tecnología de Illinois""}","{""ISNI"":""0000 0004 1936 7806"",""OrgRef"":""73299"",""Wikidata"":""Q659706""}",http://iit.edu,http://en.wikipedia.org/wiki/Illinois_Institute_of_Technology
146,University of Texas at Austin,"{""ru"":""Техасский университет в Остине"",""es"":""Universidad de Texas en Austin"",""zh"":""德克萨斯州大学奥斯汀分校"",""ar"":""جامعة تكساس، أوستن"",""fr"":""Université du Texas à Austin"",""de"":""The University of Texas at Austin"",""ja"":""テキサス大学オースティン校"",""ko"":""텍사스대학교 오스틴캠퍼스"",""pt"":""Universidade do Texas em Austin""}","{""ISNI"":""0000 0004 1936 9924"",""FundRef"":""100005545"",""OrgRef"":""2041847"",""Wikidata"":""Q49213""}",http://www.utexas.edu,http://en.wikipedia.org/wiki/University_of_Texas_at_Austin
147,Stanford University,"{""ru"":""Стэнфордский университет"",""es"":""Universidad de Stanford"",""zh"":""斯坦福大学"",""ar"":""جامعة ستانفورد"",""fr"":""Université Stanford"",""de"":""Stanford Universität"",""ja"":""スタンフォード大学"",""ko"":""스탠퍼드대학교"",""pt"":""Universidade de Stanford"",""en"":""Stanford University""}","{""ISNI"":""0000000419368956"",""FundRef"":""100006521"",""OrgRef"":""452927"",""Wikidata"":""Q41506""}",http://www.stanford.edu,http://en.wikipedia.org/wiki/Stanford_University
148,Oxford Brookes University,"{""cy"":""Prifysgol Brookes Rhydychen""}","{""ISNI"":""0000 0001 0726 8331"",""HESA"":""0072"",""UCAS"":""O66"",""UKPRN"":""10004930"",""OrgRef"":""441025"",""Wikidata"":""Q132478""}",http://www.brookes.ac.uk,http://en.wikipedia.org/wiki/Oxford_Brookes_University
149,Southern Federal University,"{""ru"":""Южный федеральный университет""}","{""ISNI"":""0000 0001 2172 8170"",""OrgRef"":""9162116"",""Wikidata"":""Q2065921""}",http://www.sfedu.ru,http://en.wikipedia.org/wiki/Southern_Federal_University
150,Lobachevsky State University of Nizhni Novgorod,"{""ru"":""Нижегородский государственный университет имени Н. И. Лобачевского""}","{""ISNI"":""0000 0001 0344 908X"",""OrgRef"":""14555878"",""Wikidata"":""Q492766""}",http://www.unn.ru,http://en.wikipedia.org/wiki/N._I._Lobachevsky_State_University_of_Nizhny_Novgorod
151,Tomsk Polytechnic University,"{""ru"":""Томский политехнический университет""}","{""ISNI"":""0000 0000 9321 1499"",""OrgRef"":""4563685"",""Wikidata"":""Q1466666""}",http://tpu.ru,http://en.wikipedia.org/wiki/Tomsk_Polytechnic_University
152,University College London,"{""ru"":""Университетский колледж Лондона"",""es"":""Escuela Universitaria de Londres"",""zh"":""伦敦大学学院"",""ar"":""كلية لندن الجامعية"",""fr"":""University College de Londres"",""de"":""University College London"",""ja"":""UCL ユニバーシティ・カレッジ・ロンドン（ロンドン大学）"",""ko"":""유니버시티 칼리지 런던"",""pt"":""University College London"",""cy"":""Coleg Prifysgol Llundain"",""en"":""University College London""}","{""ISNI"":""0000000121901201"",""FundRef"":""501100000685"",""HESA"":""0149"",""UCAS"":""U80"",""UKPRN"":""10007766"",""OrgRef"":""1131835"",""Wikidata"":""Q193196""}",http://www.ucl.ac.uk,http://en.wikipedia.org/wiki/University_College_London
153,Tsinghua University,"{""ru"":""Университет Цинхуа"",""es"":""Universidad de Tsinghua"",""zh"":""清华大学"",""ar"":""جامعة تسينغ هوا"",""fr"":""Université de Tsinghua"",""de"":""Tsinghua-Universität"",""ja"":""清華大学"",""ko"":""청화대학"",""pt"":""Universidade de Tsinghua""}","{""ISNI"":""0000 0001 0662 3178"",""FundRef"":""501100004407"",""OrgRef"":""869246"",""Wikidata"":""Q16955""}",http://www.tsinghua.edu.cn,http://en.wikipedia.org/wiki/Tsinghua_University
154,Paris School of Business,,"{""ISNI"":""0000 0004 1781 6786"",""OrgRef"":""31045545"",""Wikidata"":""Q3578449""}",http://psbedu.com,http://en.wikipedia.org/wiki/Paris_School_of_Business
155,Business and Hotel Management School,,"{""OrgRef"":""32752014"",""Wikidata"":""Q5001831""}",http://www.bhms.ch,http://en.wikipedia.org/wiki/Business_and_Hotel_Management_School_–_Switzerland
157,National Technical University of Ukraine Kyiv (Kiev) Polytechnic Institute,"{""pl"":""Narodowy Techniczny Uniwersytet Politechnika Kijowska"",""uk"":""Національний технічний університет України «Київський політехнічний інститут»"",""ru"":""Киевский политехнический институт""}","{""ISNI"":""0000 0004 0399 838X"",""OrgRef"":""3048933"",""Wikidata"":""Q85449""}",http://kpi.ua,http://en.wikipedia.org/wiki/Kyiv_Polytechnic_Institute
158,Kharkov National University VN Karazin,,,http://www.univer.kharkov.ua,http://ru.wikipedia.org/wiki/Харьковский_национальный_университет
159,National Pedagogical University MP Dragomanova,"{""uk"":""Національний педагогічний університет імені Михайла Драгоманова"",""ru"":""Национальный педагогический университет имени М. П. Драгоманова""}","{""OrgRef"":""37571028"",""Wikidata"":""Q4315056""}",http://www.npu.edu.ua,http://en.wikipedia.org/wiki/National_Pedagogical_Dragomanov_University
160,Karaganda State University,"{""ru"":""Карагандинский государственный университет"",""kk"":""Қарағанды мемлекеттік университеті""}","{""ISNI"":""0000 0004 0387 8193""}",http://www.ksu.kz,http://en.wikipedia.org/wiki/Karagandy_State_University
161,International School of Medicine,,,http://ism.edu.kg,http://en.wikipedia.org/wiki/International_School_of_Medicine_Kyrgyzstan
162,National University of Life and Environmental Sciences of Ukraine,"{""uk"":""Національний університет біоресурсів і природокористування України"",""ru"":""Национальный университет биоресурсов и природопользования""}","{""OrgRef"":""21043368"",""Wikidata"":""Q4315124""}",http://nubip.edu.ua,http://en.wikipedia.org/wiki/National_University_of_Life_and_Environmental_Sciences_of_Ukraine
163,International University of Kyrgyzstan,,"{""OrgRef"":""24523664"",""Wikidata"":""Q6054169""}",http://www.iuk.kg,http://en.wikipedia.org/wiki/International_University_of_Kyrgyzstan
164,Ivan Franko National University of Lviv,"{""uk"":""Львівський національний університет імені Івана Франка"",""ru"":""Львовский национальный университет имени Ивана Франко"",""pl"":""Uniwersytet Lwowski"",""hu"":""Ivan Franko Nemzeti Egyetem Lviv""}","{""ISNI"":""0000 0001 1245 4606"",""OrgRef"":""2271241"",""Wikidata"":""Q80207""}",http://www.lnu.edu.ua,http://en.wikipedia.org/wiki/Lviv_University
