id,name,names,external_ids,website,wikipedia
740,Universidad Nacional del Nordeste,"{""es"":""Universidad Nacional del Nordeste""}","{""ISNI"":""0000 0001 2173 7317"",""OrgRef"":""16952847"",""Wikidata"":""Q5261681""}",http://www.unne.edu.ar,https://en.wikipedia.org/wiki/National_University_of_the_Northeast
741,Universidad Nacional del Sur,,"{""ISNI"":""0000 0001 2167 9444"",""FundRef"":""501100005740"",""OrgRef"":""17816068"",""Wikidata"":""Q5484518""}",http://www.uns.edu.ar,https://en.wikipedia.org/wiki/Universidad_Nacional_del_Sur
742,Universidad Nacional de San Luis,"{""es"":""Universidad Nacional de San Luis""}","{""ISNI"":""0000 0001 2309 1978"",""FundRef"":""100009571"",""OrgRef"":""7715578"",""Wikidata"":""Q9290218""}",http://www.unsl.edu.ar,https://en.wikipedia.org/wiki/National_University_of_San_Luis
743,Universidad Nacional de San Martín Argentina,"{""fr"":""Université nationale de san martín"",""es"":""Universidad Nacional de General San Martín""}","{""ISNI"":""0000 0001 2105 0048"",""OrgRef"":""18036847"",""Wikidata"":""Q5733950""}",http://www.unsam.edu.ar,https://en.wikipedia.org/wiki/National_University_of_General_San_Martín
744,Universidad Nacional de Tucumán,"{""fr"":""Université nationale de tucumán"",""es"":""Universidad Nacional de Tucumán""}","{""ISNI"":""0000000121496664"",""OrgRef"":""3944546"",""Wikidata"":""Q6979284""}",http://www.unt.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Tucumán
745,Universidad Nacional de Salta,"{""es"":""Universidad Nacional de Salta""}","{""ISNI"":""0000 0004 0490 9553"",""FundRef"":""501100006682    "",""OrgRef"":""18658316"",""Wikidata"":""Q6979266""}",http://www.unsa.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Salta
746,Universidad de Palermo Argentina,,,http://www.palermo.edu,https://en.wikipedia.org/wiki/University_of_Palermo_(Buenos_Aires)
747,Pontificia Universidad Católica Argentina,"{""it"":""Pontificia università cattolica argentina"",""fr"":""Université catholique argentine"",""de"":""Päpstliche Katholische Universität von Argentinien"",""es"":""Pontificia Universidad Católica Argentina 'Santa María de los Buenos Aires""}","{""ISNI"":""0000 0001 2097 3932"",""OrgRef"":""6782568"",""Wikidata"":""Q973767""}",http://www.uca.edu.ar,https://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Argentina
748,Universidad Nacional de Quilmes,"{""es"":""Universidad Nacional de Quilmes""}","{""ISNI"":""0000 0001 1087 5626"",""OrgRef"":""18036946"",""Wikidata"":""Q6317522""}",http://www.unq.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Quilmes
749,Universidad Nacional de la Patagonia San Juan Bosco,"{""es"":""Universidad Nacional de la Patagonia San Juan Bosco""}","{""OrgRef"":""1893189"",""Wikidata"":""Q6979265""}",http://www.unp.edu.ar,https://en.wikipedia.org/wiki/National_University_of_the_Patagonia_San_Juan_Bosco
750,Universidad Nacional de Río Cuarto,"{""es"":""Universidad Nacional de Río Cuarto""}","{""ISNI"":""0000 0000 8046 1202"",""OrgRef"":""18036994"",""Wikidata"":""Q796023""}",http://www.unrc.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Río_Cuarto
751,Universidad Nacional de Entre Ríos,"{""es"":""Universidad Nacional de Entre Ríos""}","{""ISNI"":""0000 0001 2230 8813"",""OrgRef"":""18037033"",""Wikidata"":""Q6317539""}",http://www.uner.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Entre_Ríos
752,Universidad de San Andrés Buenos Aires,,,http://www.udesa.edu.ar,https://en.wikipedia.org/wiki/Universidad_de_San_Andrés
753,Universidad Nacional de San Juan,"{""es"":""Universidad Nacional de San Juan""}","{""ISNI"":""0000 0001 2182 6512"",""FundRef"":""501100006562"",""OrgRef"":""7710333"",""Wikidata"":""Q934439""}",http://www.unsj.edu.ar,https://en.wikipedia.org/wiki/National_University_of_San_Juan
754,Universidad Nacional de Misiones,"{""es"":""Universidad Nacional de Misiones""}","{""ISNI"":""0000 0001 2179 8144"",""OrgRef"":""18658183"",""Wikidata"":""Q690146""}",http://www.unam.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Misiones
755,Universidad Nacional de General Sarmiento,"{""it"":""Università Nazionale di General Sarmiento"",""fr"":""Université nationale de general sarmiento"",""es"":""Universidad Nacional de General Sarmiento""}","{""OrgRef"":""18658108"",""Wikidata"":""Q1812180""}",http://www.ungs.edu.ar,https://en.wikipedia.org/wiki/National_University_of_General_Sarmiento
756,Universidad Nacional de la Pampa,"{""es"":""Universidad Nacional de La Pampa""}","{""ISNI"":""0000 0001 2161 9433"",""FundRef"":""501100005101"",""OrgRef"":""18037004"",""Wikidata"":""Q6979257""}",http://www.unlpam.edu.ar,https://en.wikipedia.org/wiki/National_University_of_La_Pampa
757,Universidad Austral,"{""es"":""Universidad Austral""}","{""ISNI"":""0000 0004 0489 7281"",""OrgRef"":""3576191"",""Wikidata"":""Q4823399""}",http://www.austral.edu.ar,https://en.wikipedia.org/wiki/Austral_University_(Argentina)
758,Universidad Torcuato di Tella,,,http://www.utdt.edu,https://en.wikipedia.org/wiki/Torcuato_di_Tella_University
759,Universidad Católica de Córdoba,"{""de"":""Katholische Universität Córdoba"",""fr"":""Université Catholique de Cordoba"",""es"":""Universidad Católica de Córdoba""}","{""ISNI"":""0000 0000 9878 4966"",""FundRef"":""100009082"",""OrgRef"":""12091928"",""Wikidata"":""Q1736398""}",http://www.ucc.edu.ar,https://en.wikipedia.org/wiki/Catholic_University_of_Cordoba
760,Universidad del Salvador Buenos Aires,,,http://www.usal.edu.ar,https://en.wikipedia.org/wiki/Universidad_del_Salvador
761,Instituto Balseiro,"{""es"":""Instituto Balseiro""}",,http://www.ib.edu.ar,https://en.wikipedia.org/wiki/Balseiro_Institute
762,Universidad de Belgrano,"{""fr"":""Université de belgrano"",""es"":""Universidad de Belgrano""}","{""OrgRef"":""2033377"",""Wikidata"":""Q1789101""}",http://www.ub.edu.ar,https://en.wikipedia.org/wiki/University_of_Belgrano
763,Instituto Tecnológico de Buenos Aires,,,http://www.itba.edu.ar,https://en.wikipedia.org/wiki/Buenos_Aires_Institute_of_Technology
764,Universidad Nacional de Luján,"{""es"":""Universidad Nacional de Luján""}","{""ISNI"":""0000 0001 2228 6538"",""FundRef"":""501100007058"",""OrgRef"":""18036938"",""Wikidata"":""Q6979259""}",http://www.unlu.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Luján
765,Universidad Favaloro,"{""es"":""Universidad Favaloro""}","{""ISNI"":""0000 0004 0608 3193"",""OrgRef"":""5389955"",""Wikidata"":""Q5438433""}",http://www.favaloro.edu.ar,https://en.wikipedia.org/wiki/Favaloro_University
766,Universidad Nacional de Catamarca,"{""es"":""Universidad Nacional de Catamarca""}","{""OrgRef"":""18036980"",""Wikidata"":""Q6979234""}",http://www.unca.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Catamarca
767,Universidad Maimónides,,,http://www.maimonides.edu,https://es.wikipedia.org/wiki/Universidad_Maimónides
768,Universidad Nacional de la Patagonia Austral,"{""es"":""Universidad Nacional de la Patagonia Austral""}","{""OrgRef"":""18037027"",""Wikidata"":""Q6979224""}",http://www.unpa.edu.ar,https://en.wikipedia.org/wiki/National_University_of_the_Austral_Patagonia
769,Universidad Nacional de Santiago del Estero,"{""es"":""Universidad Nacional de Santiago del Estero""}","{""OrgRef"":""18036990"",""Wikidata"":""Q9091578""}",http://www.unse.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Santiago_del_Estero
771,Universidad Nacional de Jujuy,"{""es"":""Universidad Nacional de Jujuy""}","{""OrgRef"":""18036985"",""Wikidata"":""Q6317490""}",http://www.unju.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Jujuy
772,Universidad Argentina de la Empresa,"{""fr"":""Université argentine de la empresa""}","{""OrgRef"":""25538277"",""Wikidata"":""Q3028249""}",http://www.uade.edu.ar,https://en.wikipedia.org/wiki/Universidad_Argentina_de_la_Empresa
773,Universidad Abierta Interamericana,"{""en"":""Interamerican Open University""}","{""ISNI"":""0000 0004 0489 6641"",""OrgRef"":""7615565"",""Wikidata"":""Q5858872""}",http://www.uai.edu.ar,https://en.wikipedia.org/wiki/Interamerican_Open_University
774,Universidad Nacional de Rio Negro,"{""es"":""Universidad Nacional de Río Negro""}","{""OrgRef"":""24654743"",""Wikidata"":""Q6156591""}",http://www.unrn.edu.ar,https://en.wikipedia.org/wiki/Universidad_Nacional_de_Rio_Negro
775,Facultad Latinoamericana de Ciencias Sociales Argentina,,"{""ISNI"":""0000 0001 2292 6259""}",http://www.flacso.org.ar,https://en.wikipedia.org/wiki/Facultad_Latinoamericana_de_Ciencias_Sociales
776,Universidad Nacional de la Rioja,"{""fr"":""Université nationale de la rioja"",""es"":""Universidad Nacional de La Rioja""}","{""OrgRef"":""18037015"",""Wikidata"":""Q6979253""}",http://www.unlar.edu.ar,https://en.wikipedia.org/wiki/National_University_of_La_Rioja
777,Universidad Nacional de Lomas de Zamora,"{""es"":""Universidad Nacional de Lomas de Zamora""}","{""OrgRef"":""18036918"",""Wikidata"":""Q6316549""}",http://www.unlz.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Lomas_de_Zamora
778,Universidad Nacional de Lanús,"{""es"":""Universidad Nacional de Lanús""}","{""OrgRef"":""18036911"",""Wikidata"":""Q6979256""}",http://www.unla.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Lanús
779,Universidad de Ciencias Empresariales y Sociales,,,http://www.uces.edu.ar,https://es.wikipedia.org/wiki/Universidad_de_Ciencias_Empresariales_y_Sociales
780,Universidad Católica de Cuyo,,,http://www.uccuyo.edu.ar,https://es.wikipedia.org/wiki/Universidad_Católica_de_Cuyo
782,Universidad Nacional de Villa María,"{""es"":""Universidad Nacional de Villa María""}","{""OrgRef"":""18037008"",""Wikidata"":""Q9091583""}",http://www.unvm.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Villa_María
784,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,"{""es"":""Universidad Nacional del Noroeste de la Provincia de Buenos Aires""}","{""OrgRef"":""24630784"",""Wikidata"":""Q9091584""}",http://www.unnoba.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Northwestern_Buenos_Aires
785,Universidad Argentina John F Kennedy,,,http://www.kennedy.edu.ar,https://en.wikipedia.org/wiki/John_F._Kennedy_Argentine_University
786,Universidad Autónoma de Entre Ríos,,,http://www.uader.edu.ar,https://es.wikipedia.org/wiki/Universidad_Autónoma_de_Entre_Ríos
788,Universidad del Cema,"{""fr"":""Université du centre d'études macroeconomiques d'argentine""}","{""ISNI"":""0000 0001 0728 8367"",""OrgRef"":""24973101"",""Wikidata"":""Q3551776""}",http://www.ucema.edu.ar,https://en.wikipedia.org/wiki/University_of_CEMA
789,Universidad de Morón,,"{""OrgRef"":""3752534"",""Wikidata"":""Q7894334""}",http://www.unimoron.edu.ar,https://en.wikipedia.org/wiki/Universidad_de_Morón
790,Universidad Blas Pascal,,,http://www.ubp.edu.ar,https://es.wikipedia.org/wiki/Universidad_Blas_Pascal
791,Universidad Fasta Mar del Plata,,,http://www.ufasta.edu.ar,https://es.wikipedia.org/wiki/Universidad_FASTA
792,Universidad del Norte Santo Tomás de Aquino,"{""es"":""Universidad del Norte Santo Tomás de Aquino""}","{""ISNI"":""0000 0001 2216 0396"",""OrgRef"":""1680830"",""Wikidata"":""Q2496204""}",http://www.unsta.edu.ar,https://en.wikipedia.org/wiki/Saint_Thomas_Aquinas_University_of_the_North
794,Universidad Nacional Tres de Febrero,,,http://www.untref.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Tres_de_Febrero
795,Universidad Nacional de la Matanza,"{""fr"":""Université nationale de la matanza"",""es"":""Universidad Nacional de La Matanza""}","{""OrgRef"":""18036898"",""Wikidata"":""Q6979250""}",http://www.unlam.edu.ar,https://en.wikipedia.org/wiki/National_University_of_La_Matanza
797,Instituto Universitario Aeronáutico,,,http://www.iua.edu.ar,https://es.wikipedia.org/wiki/Instituto_Universitario_Aeronáutico
799,Universidad de Mendoza,"{""es"":""Universidad de Mendoza""}","{""OrgRef"":""10023531"",""Wikidata"":""Q2883574""}",http://www.um.edu.ar,https://en.wikipedia.org/wiki/Universidad_de_Mendoza
800,Universidad Católica de Santiago del Estero,"{""es"":""Universidad Católica de Santiago del Estero""}","{""OrgRef"":""30471978"",""Wikidata"":""Q5053267""}",http://www.ucse.edu.ar,https://en.wikipedia.org/wiki/Catholic_University_of_Santiago_del_Estero
801,Universidad Gastón Dachary,,,http://www.ugd.edu.ar,https://es.wikipedia.org/wiki/Universidad_Gastón_Dachary
802,Universidad de Flores,,"{""OrgRef"":""3978964"",""Wikidata"":""Q7894326""}",http://institucional.uflo.edu.ar,https://en.wikipedia.org/wiki/Universidad_de_Flores
803,Universidad Juan Agustin Maza,"{""es"":""Universidad Juan Agustín Maza""}","{""OrgRef"":""36053280"",""Wikidata"":""Q5403549""}",http://www.umaza.edu.ar,https://en.wikipedia.org/wiki/Juan_Agustín_Maza_University
804,Universidad Nacional de Chilecito,"{""es"":""Universidad Nacional de Chilecito""}","{""OrgRef"":""18037019"",""Wikidata"":""Q6979230""}",http://www.undec.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Chilecito
805,Universidad Nacional de Formosa,"{""es"":""Universidad Nacional de Formosa""}","{""OrgRef"":""18037030"",""Wikidata"":""Q6979245""}",http://www.unf.edu.ar,https://en.wikipedia.org/wiki/National_University_of_Formosa
806,Escuela Superior de Economia y Administración de Empresas,,,http://www.eseade.edu.ar,https://es.wikipedia.org/wiki/Escuela_Superior_de_Economía_y_Administración_de_Empresas
808,Universidad de Congreso,,,http://www.ucongreso.edu.ar,https://es.wikipedia.org/wiki/Universidad_de_Congreso
809,Instituto Universitario IDEA,,,http://www.ideared.org,https://es.wikipedia.org/wiki/Instituto_para_el_Desarrollo_Empresarial_de_la_Argentina
811,Universidad del Museo Social Argentino,,,http://www.umsa.edu.ar,https://en.wikipedia.org/wiki/Universidad_del_Museo_Social_Argentino
812,Universidad Católica de la Plata,,,http://www.ucalp.edu.ar,https://es.wikipedia.org/wiki/Universidad_Católica_de_La_Plata
813,Universidad Nacional Arturo Jauretche,,,http://www.unaj.edu.ar,https://es.wikipedia.org/wiki/Universidad_Nacional_Arturo_Jauretche
814,Universidad Nacional de Concepción del Uruguay,,,http://www.ucu.edu.ar,https://es.wikipedia.org/wiki/Universidad_de_Concepción_del_Uruguay
815,Universidad Adventista del Plata,"{""fr"":""Université adventiste de river plate""}","{""OrgRef"":""9104483"",""Wikidata"":""Q3551515""}",http://www.uapar.edu,https://en.wikipedia.org/wiki/Universidad_Adventista_del_Plata
816,Universidad del Aconcagua,"{""es"":""Universidad del Aconcagua""}","{""OrgRef"":""4485646"",""Wikidata"":""Q2885322""}",http://www.uda.edu.ar,https://en.wikipedia.org/wiki/Universidad_del_Aconcagua
817,Universidad Nacional del Chaco Austral,"{""es"":""Universidad Nacional del Chaco Austral""}","{""OrgRef"":""22760131"",""Wikidata"":""Q6979282""}",http://www.uncaus.edu.ar,https://en.wikipedia.org/wiki/National_University_of_the_Chaco_Austral
818,Universidad Católica de Santa Fe,,,http://www.ucsf.edu.ar,https://es.wikipedia.org/wiki/Universidad_Católica_de_Santa_Fe
819,Instituto de Enseñanza Superior del Ejército,,,http://www.iese.edu.ar,https://en.wikipedia.org/wiki/Higher_Education_Army_Institute
822,Universidad del Cine,,,http://www.ucine.edu.ar,https://en.wikipedia.org/wiki/Universidad_del_Cine
824,Universidad Católica de Salta,,,http://www.ucasal.edu.ar,https://es.wikipedia.org/wiki/Universidad_Católica_de_Salta
825,Universidad de la Cuenca del Plata,"{""es"":""Universidad de la Cuenca del Plata""}","{""OrgRef"":""27342654"",""Wikidata"":""Q2880081""}",http://www.ucp.edu.ar,https://en.wikipedia.org/wiki/University_of_Cuenca_del_Plata
826,Instituto Universitario de la Policia Federal Argentina,,,http://www.universidad-policial.edu.ar,https://es.wikipedia.org/wiki/Instituto_Universitario_de_la_Policía_Federal_Argentina
829,Universidad Atlantida Argentina,,,http://www.atlantida.edu.ar,https://es.wikipedia.org/wiki/Universidad_Atlántida_Argentina
830,Universidad Nacional de las Artes,"{""es"":""Universidad Nacional de las Artes""}","{""OrgRef"":""23529745"",""Wikidata"":""Q4315126""}",http://una.edu.ar,https://en.wikipedia.org/wiki/Instituto_Universitario_Nacional_del_Arte
834,Universidad Caece,,,http://www.ucaece.edu.ar,https://es.wikipedia.org/wiki/Universidad_CAECE
837,Instituto Universitario Italiano de Rosario,,,http://www.iunir.edu.ar,https://es.wikipedia.org/wiki/Instituto_Universitario_Italiano_de_Rosario
847,Aureus University School of Medicine (All Saints),,,http://www.aureusuniversity.com,https://en.wikipedia.org/wiki/Aureus_University_School_of_Medicine
848,Caribbean School of Medicine,,,http://www.xusom.com,"https://en.wikipedia.org/wiki/Xavier_University_School_of_Medicine,_Aruba"
849,University of the West Indies Cave Hill Campus Barbados,,"{""OrgRef"":""47000371""}",http://www.cavehill.uwi.edu,https://en.wikipedia.org/wiki/University_of_the_West_Indies
853,University of Belize,"{""es"":""Universidad de Belice""}","{""OrgRef"":""5608867"",""Wikidata"":""Q7895116""}",http://www.ub.edu.bz,https://en.wikipedia.org/wiki/University_of_Belize
854,Galen University,"{""es"":""Universidad de Galen""}","{""OrgRef"":""23351039"",""Wikidata"":""Q1707030""}",http://www.galen.edu.bz,https://en.wikipedia.org/wiki/Galen_University
856,Bermuda College,,"{""ISNI"":""0000 0004 0592 8238"",""OrgRef"":""4356572"",""Wikidata"":""Q4892612""}",http://www.bercol.bm,https://en.wikipedia.org/wiki/Bermuda_College
857,Universidad Mayor de San Simón,"{""es"":""Universidad Mayor de San Simón""}","{""ISNI"":""0000 0001 2176 4059"",""OrgRef"":""38027762"",""Wikidata"":""Q1767912""}",http://www.umss.edu.bo,https://en.wikipedia.org/wiki/University_of_San_Simón
858,Universidad Mayor de San Andrés,"{""es"":""Universidad Mayor de San Andrés""}","{""ISNI"":""0000 0001 1955 7325"",""OrgRef"":""23916211"",""Wikidata"":""Q3290454""}",http://www.umsa.bo,https://en.wikipedia.org/wiki/Higher_University_of_San_Andrés
859,Universidad Católica Boliviana San Pablo,,,http://www.ucb.edu.bo,https://en.wikipedia.org/wiki/Universidad_Católica_Boliviana
860,Universidad Autónoma Gabriel René Moreno,,"{""OrgRef"":""30737509"",""Wikidata"":""Q7894237""}",http://www.uagrm.edu.bo,https://en.wikipedia.org/wiki/Universidad_Autónoma_Gabriel_René_Moreno
861,Universidad Privada Boliviana,,,http://www.upb.edu,https://es.wikipedia.org/wiki/Universidad_Privada_Boliviana
862,Universidad Privada de Santa Cruz de la Sierra,,,http://www.upsa.edu.bo,https://es.wikipedia.org/wiki/Universidad_Privada_de_Santa_Cruz_de_la_Sierra
863,Universidad Técnica de Oruro,,"{""OrgRef"":""7596870"",""Wikidata"":""Q7894325""}",http://www.uto.edu.bo,https://en.wikipedia.org/wiki/Universidad_Técnica_de_Oruro
869,Universidad Autónoma Tomás Frías,"{""es"":""Universidad Autónoma Tomás Frías""}","{""OrgRef"":""36724658"",""Wikidata"":""Q134122""}",http://www.uatf.edu.bo,https://en.wikipedia.org/wiki/Tomás_Frías_Autonomous_University
871,Universidad Nur,,,http://www.nur.edu,https://en.wikipedia.org/wiki/Nur_University_(Bolivia)
874,Universidad Privada del Valle,,,http://www.univalle.edu,https://es.wikipedia.org/wiki/Universidad_Privada_del_Valle
876,Escuela Militar de Ingeniería,,,http://www.emi.edu.bo,https://es.wikipedia.org/wiki/Escuela_Militar_de_Ingeniería
880,Universidad Adventista de Bolivia,,,http://www.uab.edu.bo,https://en.wikipedia.org/wiki/Universidad_Adventista_de_Bolivia
882,Universidad Privada Franz Tamayo,,,http://www.unifranz.edu.bo,https://es.wikipedia.org/wiki/Universidad_Privada_Franz_Tamayo
894,Universidad Tecnológica Boliviana,,,http://www.utb.edu.bo,https://es.wikipedia.org/wiki/Universidad_Tecnológica_Boliviana
906,Universidade Federal de Santa Catarina UFSC,"{""fr"":""Université fédérale de santa catarina"",""es"":""Universidad Federal de Santa Catarina"",""pt"":""Universidade Federal de Santa Catarina""}","{""ISNI"":""0000 0001 2188 7235"",""FundRef"":""501100007082"",""OrgRef"":""1734398"",""Wikidata"":""Q1851075""}",http://ufsc.br,https://en.wikipedia.org/wiki/Universidade_Federal_de_Santa_Catarina
907,Universidade Federal do Paraná,"{""fr"":""Université fédérale du paraná"",""es"":""Universidad Federal de Paraná"",""pt"":""Universidade Federal do Paraná""}","{""ISNI"":""0000 0001 1941 472X"",""OrgRef"":""17451141"",""Wikidata"":""Q1232831""}",http://www.ufpr.br,https://en.wikipedia.org/wiki/Federal_University_of_Paraná
908,Universidade Federal Fluminense,"{""pt"":""Universidade Federal Fluminense""}","{""ISNI"":""0000 0001 2184 6919"",""OrgRef"":""586268"",""Wikidata"":""Q280247""}",http://www.uff.br,https://en.wikipedia.org/wiki/Fluminense_Federal_University
909,Universidade Federal da Bahia,"{""pt"":""Universidade Federal da Bahia"",""fr"":""Université fédérale de bahia"",""es"":""Universidad Federal de Bahía""}","{""ISNI"":""0000 0004 0372 8259"",""OrgRef"":""5756452"",""Wikidata"":""Q159102""}",http://www.ufba.br,https://en.wikipedia.org/wiki/Federal_University_of_Bahia
910,Universidade Federal de São Paulo UNIFESP,"{""pt"":""Universidade Federal de São Paulo""}","{""ISNI"":""0000 0001 0514 7202"",""OrgRef"":""2336382"",""Wikidata"":""Q4384447""}",http://www.unifesp.br,https://en.wikipedia.org/wiki/Federal_University_of_São_Paulo
911,Universidade Federal do Ceará,"{""en"":""Federal University of Ceará""}","{""ISNI"":""0000 0001 2160 0329"",""FundRef"":""501100002735    "",""OrgRef"":""1549480"",""Wikidata"":""Q2749558""}",http://www.ufc.br,https://en.wikipedia.org/wiki/Federal_University_of_Ceará
912,Universidade do Estado do Rio de Janeiro UERJ,"{""fr"":""Université de l'État de rio de janeiro"",""es"":""Universidad del Estado del Río de Janeiro"",""pt"":""Universidade do Estado do Rio de Janeiro""}","{""FundRef"":""501100006702"",""OrgRef"":""11007977"",""Wikidata"":""Q2840233""}",http://www.uerj.br,https://en.wikipedia.org/wiki/Rio_de_Janeiro_State_University
913,Universidade Federal de Pernambuco,"{""pt"":""Universidade Federal de Pernambuco"",""fr"":""Université fédérale du pernambouc""}","{""ISNI"":""0000 0001 0670 7996"",""OrgRef"":""4479756"",""Wikidata"":""Q2322256""}",http://www.ufpe.br,https://en.wikipedia.org/wiki/Federal_University_of_Pernambuco
914,Pontificia Universidade Católica do Rio de Janeiro PUC-RIO,"{""pt"":""Pontifícia Universidade Católica do Rio de Janeiro""}","{""ISNI"":""0000 0001 2323 852X"",""OrgRef"":""3767306"",""Wikidata"":""Q1857293""}",http://www.puc-rio.br,https://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Rio_de_Janeiro
915,Universidade Federal do Rio Grande do Norte,"{""pt"":""Universidade Federal do Rio Grande do Norte""}","{""ISNI"":""0000 0000 9687 399X"",""OrgRef"":""9383466"",""Wikidata"":""Q3847505""}",http://www.ufrn.br,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Norte
916,Universidade Federal do Pará UFPA,,,http://www.portal.ufpa.br,https://en.wikipedia.org/wiki/Federal_University_of_Pará
917,Universidade Federal de Goiás UFG,"{""en"":""Federal University of Goiás""}","{""ISNI"":""0000 0001 2192 5801"",""FundRef"":""501100005742"",""OrgRef"":""5228938"",""Wikidata"":""Q7894375""}",http://www.ufg.br,https://en.wikipedia.org/wiki/Universidade_Federal_de_Goiás
918,Universidade Federal de São Carlos,"{""pt"":""Universidade Federal de São Carlos""}","{""ISNI"":""0000 0001 2163 588X"",""OrgRef"":""828416"",""Wikidata"":""Q5440482""}",http://www.ufscar.br,https://en.wikipedia.org/wiki/Federal_University_of_São_Carlos
919,Pontificia Universidade Católica do Rio Grande do Sul PUCRS,"{""fr"":""Université pontificale catholique du rio grande do sul"",""pt"":""Pontifícia Universidade Católica do Rio Grande do Sul""}","{""ISNI"":""0000 0001 2166 9094"",""OrgRef"":""12147548"",""Wikidata"":""Q600634""}",http://www.pucrs.br,https://en.wikipedia.org/wiki/Pontifícia_Universidade_Católica_do_Rio_Grande_do_Sul
920,Universidade Federal de Santa Maria UFSM,"{""es"":""Universidad Federal de Santa María"",""en"":""Federal University of Santa Maria""}","{""ISNI"":""0000 0001 2284 6531"",""FundRef"":""501100007337"",""OrgRef"":""1548899"",""Wikidata"":""Q3790133""}",http://www.ufsm.br,https://en.wikipedia.org/wiki/Universidade_Federal_de_Santa_Maria
921,Universidade Estadual de Maringá,"{""pt"":""Universidade Estadual de Maringá""}","{""ISNI"":""0000 0001 2116 9989"",""OrgRef"":""3526132"",""Wikidata"":""Q7894365""}",http://www.uem.br,https://en.wikipedia.org/wiki/Universidade_Estadual_de_Maringá
922,Universidade Federal da Paraíba UFPB,"{""pt"":""Universidade Federal da Paraíba""}","{""ISNI"":""0000 0004 0397 5145"",""OrgRef"":""1764961"",""Wikidata"":""Q5440479""}",http://www.ufpb.br,https://en.wikipedia.org/wiki/Federal_University_of_Paraíba
923,Universidade Estadual de Londrina,"{""pt"":""Universidade Estadual de Londrina""}","{""ISNI"":""0000 0001 2193 3537"",""OrgRef"":""7376146"",""Wikidata"":""Q7894364""}",http://www.uel.br,https://en.wikipedia.org/wiki/Universidade_Estadual_de_Londrina
924,Universidade Federal de Viçosa UFV,"{""en"":""Federal University of Viçosa""}","{""ISNI"":""0000 0000 8338 6359"",""OrgRef"":""2228456"",""Wikidata"":""Q5814528""}",http://www.ufv.br,https://en.wikipedia.org/wiki/Universidade_Federal_de_Viçosa
925,Universidade Federal de Uberlândia,"{""pt"":""Universidade Federal de Uberlândia""}","{""ISNI"":""0000 0004 4647 6936"",""FundRef"":""501100003105"",""OrgRef"":""17296897"",""Wikidata"":""Q5440489""}",http://www.ufu.br,https://en.wikipedia.org/wiki/Federal_University_of_Uberlândia
926,Universidade Federal do Amazonas UFAM,"{""pt"":""Universidade Federal do Amazonas""}","{""ISNI"":""0000 0001 2221 0517"",""OrgRef"":""1867576"",""Wikidata"":""Q5440476""}",http://ufam.edu.br,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas
927,Fundação Getulio Vargas FGV,"{""es"":""Fundación Getulio Vargas"",""en"":""Getúlio Vargas Foundation""}","{""ISNI"":""501100007227    "",""OrgRef"":""30873866"",""Wikidata"":""Q5508996""}",http://fgv.br,https://en.wikipedia.org/wiki/Fundação_Getúlio_Vargas
928,Universidade Estadual de Montes Claros UNIMONTES,"{""en"":""Montes Claros State University""}","{""ISNI"":""0000 0004 0384 3767"",""OrgRef"":""2851379"",""Wikidata"":""Q10387812""}",http://unimontes.br,https://en.wikipedia.org/wiki/Unimontes
929,Pontificia Universidade Católica do Paraná PUCPR,"{""fr"":""Université pontificale catholique du paraná"",""es"":""Pontificia Universidad Católica de Paraná"",""en"":""Pontifical Catholic University of Paraná""}","{""ISNI"":""0000 0000 8601 0541"",""FundRef"":""501100004779"",""OrgRef"":""26789220"",""Wikidata"":""Q1131088""}",http://www.pucpr.br,https://en.wikipedia.org/wiki/Pontifícia_Universidade_Católica_do_Paraná
930,Universidade Federal de Juiz de Fora UFJF,,"{""ISNI"":""0000 0001 2170 9332"",""FundRef"":""501100007378"",""OrgRef"":""1763830"",""Wikidata"":""Q7894373""}",http://www.ufjf.br,https://en.wikipedia.org/wiki/Universidade_Federal_de_Juiz_de_Fora
